Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Lake Nockamixon"
Cubic Meter
"Sources and Destinations","Increase in Storage for Lake Nockamixon","Inflow from Upstream","Outflow to Downstream"
7/10/2008,0,84077.8,-84077.8
7/11/2008,0,80990.7,-80990.7
7/12/2008,0,77576.3,-77576.3
7/13/2008,0,104927,-104927
7/14/2008,0,500282,-500282
7/15/2008,0,118952,-118952
7/16/2008,0,115430,-115430
7/17/2008,0,479443,-479443
7/18/2008,0,169448,-169448
7/19/2008,0,150780,-150780
7/20/2008,0,284939,-284939
7/21/2008,0,157872,-157872
7/22/2008,0,136351,-136351
7/23/2008,0,2321222,-2321220
7/24/2008,0,1005053,-1005050
7/25/2008,0,539560,-539560
7/26/2008,0,387509,-387509
7/27/2008,0,888710,-888710
7/28/2008,0,430957,-430957
7/29/2008,0,310471,-310471
7/30/2008,0,233851,-233851
7/31/2008,0,161330,-161330
8/1/2008,0,129304,-129304
8/2/2008,0,213266,-213266
8/3/2008,0,125811,-125811
8/4/2008,0,111203,-111203
8/5/2008,0,105961,-105961
8/6/2008,0,124647,-124647
8/7/2008,0,103104,-103104
8/8/2008,0,115821,-115821
8/9/2008,0,93541.6,-93541.6
8/10/2008,0,214425,-214425
8/11/2008,0,166723,-166723
8/12/2008,0,103122,-103122
8/13/2008,0,126743,-126743
8/14/2008,0,214006,-214006
8/15/2008,0,143808,-143808
8/16/2008,0,112679,-112679
8/17/2008,0,106386,-106386
8/18/2008,0,97359.4,-97359.4
8/19/2008,0,89903.8,-89903.8
8/20/2008,0,84872.8,-84872.8
8/21/2008,0,81178.2,-81178.2
8/22/2008,0,77938.8,-77938.8
8/23/2008,0,75524.6,-75524.6
8/24/2008,0,73708.5,-73708.5
8/25/2008,0,80607.7,-80607.7
8/26/2008,0,71269.3,-71269.3
8/27/2008,0,70089.9,-70089.9
8/28/2008,0,69018.1,-69018.1
8/29/2008,0,161979,-161979
8/30/2008,0,80245.8,-80245.8
8/31/2008,0,69428.9,-69428.9
9/1/2008,0,68612.1,-68612.1
9/2/2008,0,67552.1,-67552.1
9/3/2008,0,66435.6,-66435.6
9/4/2008,0,65309,-65309
9/5/2008,0,93235.8,-93235.8
9/6/2008,0,2609697,-2609700
9/7/2008,0,371041,-371041
9/8/2008,0,451787,-451787
9/9/2008,0,1561429,-1561430
9/10/2008,0,737568,-737568
9/11/2008,0,571515,-571515
9/12/2008,0,1613432,-1613430
9/13/2008,0,886628,-886628
9/14/2008,0,445734,-445734
9/15/2008,0,281516,-281516
9/16/2008,0,210464,-210464
9/17/2008,0,168538,-168538
9/18/2008,0,147364,-147364
9/19/2008,0,135048,-135048
9/20/2008,0,123992,-123992
9/21/2008,0,117566,-117566
9/22/2008,0,113004,-113004
9/23/2008,0,109415,-109415
9/24/2008,0,106399,-106399
9/25/2008,0,187391,-187391
9/26/2008,0,166330,-166330
9/27/2008,0,252468,-252468
9/28/2008,0,3115874,-3115870
9/29/2008,0,609231,-609231
9/30/2008,0,1234566,-1234570
10/1/2008,0,851692,-851692
10/2/2008,0,681704,-681704
10/3/2008,0,516071,-516071
10/4/2008,0,399767,-399767
10/5/2008,0,326308,-326308
10/6/2008,0,233727,-233727
10/7/2008,0,190657,-190657
10/8/2008,0,175877,-175877
10/9/2008,0,153397,-153397
10/10/2008,0,143459,-143459
10/11/2008,0,136572,-136572
10/12/2008,0,131256,-131256
10/13/2008,0,126797,-126797
10/14/2008,0,122899,-122899
10/15/2008,0,119402,-119402
10/16/2008,0,117406,-117406
10/17/2008,0,113311,-113311
10/18/2008,0,110606,-110606
10/19/2008,0,108078,-108078
10/20/2008,0,105696,-105696
10/21/2008,0,104236,-104236
10/22/2008,0,101318,-101318
10/23/2008,0,99279,-99279
10/24/2008,0,97333.3,-97333.3
10/25/2008,0,1004286,-1004290
10/26/2008,0,157264,-157264
10/27/2008,0,980706,-980706
10/28/2008,0,4183697,-4183700
10/29/2008,0,1422298,-1422300
10/30/2008,0,1228299,-1228300
10/31/2008,0,926601,-926601
11/1/2008,0,681189,-681189
11/2/2008,0,456683,-456683
11/3/2008,0,347006,-347006
11/4/2008,0,275295,-275295
11/5/2008,0,317056,-317056
11/6/2008,0,232344,-232344
11/7/2008,0,196962,-196962
11/8/2008,0,213743,-213743
11/9/2008,0,177842,-177842
11/10/2008,0,170085,-170085
11/11/2008,0,163867,-163867
11/12/2008,0,165559,-165559
11/13/2008,0,408856,-408856
11/14/2008,0,223123,-223123
11/15/2008,0,1520899,-1520900
11/16/2008,0,530108,-530108
11/17/2008,0,549207,-549207
11/18/2008,0,525666,-525666
11/19/2008,0,479752,-479752
11/20/2008,0,427418,-427418
11/21/2008,0,359636,-359636
11/22/2008,0,311302,-311302
11/23/2008,0,251871,-251871
11/24/2008,0,268544,-268544
11/25/2008,0,288402,-288402
11/26/2008,0,211997,-211997
11/27/2008,0,196732,-196732
11/28/2008,0,185691,-185691
11/29/2008,0,177099,-177099
11/30/2008,0,731583,-731583
12/1/2008,0,429181,-429181
12/2/2008,0,312098,-312098
12/3/2008,0,399637,-399637
12/4/2008,0,368162,-368162
12/5/2008,0,262602,-262602
12/6/2008,0,248811,-248811
12/7/2008,0,236328,-236328
12/8/2008,0,215311,-215311
12/9/2008,0,196942,-196942
12/10/2008,0,777284,-777284
12/11/2008,0,6056849,-6056850
12/12/2008,0,2225079,-2225080
12/13/2008,0,1296859,-1296860
12/14/2008,0,999037,-999037
12/15/2008,0,1004088,-1004090
12/16/2008,0,1699809,-1699810
12/17/2008,0,967072,-967072
12/18/2008,0,633016,-633016
12/19/2008,0,1002105,-1002100
12/20/2008,0,466509,-466509
12/21/2008,0,389358,-389358
12/22/2008,0,338355,-338355
12/23/2008,0,307147,-307147
12/24/2008,0,635158,-635158
12/25/2008,0,316312,-316312
12/26/2008,0,310011,-310011
12/27/2008,0,287280,-287280
12/28/2008,0,283702,-283702
12/29/2008,0,363977,-363977
12/30/2008,0,420246,-420246
12/31/2008,0,259527,-259527
1/1/2009,0,241010,-241010
1/2/2009,0,226795,-226795
1/3/2009,0,215016,-215016
1/4/2009,0,205030,-205030
1/5/2009,0,196240,-196240
1/6/2009,0,235784,-235784
1/7/2009,0,504406,-504406
1/8/2009,0,222942,-222942
1/9/2009,0,220144,-220144
1/10/2009,0,234051,-234051
1/11/2009,0,214582,-214582
1/12/2009,0,210550,-210550
1/13/2009,0,206091,-206091
1/14/2009,0,199609,-199609
1/15/2009,0,187636,-187636
1/16/2009,0,177822,-177822
1/17/2009,0,169527,-169527
1/18/2009,0,162145,-162145
1/19/2009,0,155500,-155500
1/20/2009,0,149606,-149606
1/21/2009,0,144371,-144371
1/22/2009,0,139617,-139617
1/23/2009,0,168370,-168370
1/24/2009,0,201792,-201792
1/25/2009,0,136649,-136649
1/26/2009,0,133710,-133710
1/27/2009,0,130840,-130840
1/28/2009,0,221412,-221412
1/29/2009,0,165507,-165507
1/30/2009,0,130762,-130762
1/31/2009,0,128351,-128351
2/1/2009,0,185912,-185912
2/2/2009,0,368919,-368919
2/3/2009,0,819144,-819144
2/4/2009,0,197272,-197272
2/5/2009,0,202425,-202425
2/6/2009,0,202763,-202763
2/7/2009,0,343532,-343532
2/8/2009,0,602756,-602756
2/9/2009,0,1004260,-1004260
2/10/2009,0,1469432,-1469430
2/11/2009,0,1645905,-1645910
2/12/2009,0,1366298,-1366300
2/13/2009,0,1497891,-1497890
2/14/2009,0,1053324,-1053320
2/15/2009,0,817731,-817731
2/16/2009,0,607559,-607559
2/17/2009,0,439123,-439123
2/18/2009,0,518433,-518433
2/19/2009,0,574070,-574070
2/20/2009,0,318948,-318948
2/21/2009,0,266965,-266965
2/22/2009,0,244886,-244886
2/23/2009,0,207066,-207066
2/24/2009,0,190854,-190854
2/25/2009,0,181396,-181396
2/26/2009,0,181860,-181860
2/27/2009,0,307244,-307244
2/28/2009,0,167401,-167401
3/1/2009,0,309259,-309259
3/2/2009,0,176098,-176098
3/3/2009,0,161478,-161478
3/4/2009,0,156521,-156521
3/5/2009,0,151780,-151780
3/6/2009,0,425395,-425395
3/7/2009,0,242436,-242436
3/8/2009,0,172103,-172103
3/9/2009,0,265259,-265259
3/10/2009,0,159910,-159910
3/11/2009,0,151041,-151041
3/12/2009,0,143036,-143036
3/13/2009,0,136335,-136335
3/14/2009,0,128312,-128312
3/15/2009,0,120889,-120889
3/16/2009,0,114812,-114812
3/17/2009,0,109295,-109295
3/18/2009,0,104724,-104724
3/19/2009,0,149793,-149793
3/20/2009,0,104711,-104711
3/21/2009,0,101080,-101080
3/22/2009,0,98335.3,-98335.3
3/23/2009,0,95760.1,-95760.1
3/24/2009,0,93425.6,-93425.6
3/25/2009,0,91267,-91267
3/26/2009,0,232000,-232000
3/27/2009,0,107666,-107666
3/28/2009,0,160048,-160048
3/29/2009,0,463087,-463087
3/30/2009,0,181811,-181811
3/31/2009,0,188314,-188314
4/1/2009,0,417855,-417855
4/2/2009,0,259417,-259417
4/3/2009,0,1430936,-1430940
4/4/2009,0,526282,-526282
4/5/2009,0,429345,-429345
4/6/2009,0,564378,-564378
4/7/2009,0,352596,-352596
4/8/2009,0,286571,-286571
4/9/2009,0,233248,-233248
4/10/2009,0,198305,-198305
4/11/2009,0,382678,-382678
4/12/2009,0,207571,-207571
4/13/2009,0,187850,-187850
4/14/2009,0,392934,-392934
4/15/2009,0,303171,-303171
4/16/2009,0,218066,-218066
4/17/2009,0,200199,-200199
4/18/2009,0,182647,-182647
4/19/2009,0,159372,-159372
4/20/2009,0,449546,-449546
4/21/2009,0,362619,-362619
4/22/2009,0,240614,-240614
4/23/2009,0,202427,-202427
4/24/2009,0,178088,-178088
4/25/2009,0,158539,-158539
4/26/2009,0,141854,-141854
4/27/2009,0,128356,-128356
4/28/2009,0,114540,-114540
4/29/2009,0,106256,-106256
4/30/2009,0,99412.6,-99412.6
5/1/2009,0,247936,-247936
5/2/2009,0,184786,-184786
5/3/2009,0,299873,-299873
5/4/2009,0,1008409,-1008410
5/5/2009,0,656922,-656922
5/6/2009,0,1816085,-1816080
5/7/2009,0,1453889,-1453890
5/8/2009,0,883246,-883246
5/9/2009,0,599236,-599236
5/10/2009,0,416830,-416830
5/11/2009,0,308982,-308982
5/12/2009,0,232995,-232995
5/13/2009,0,189286,-189286
5/14/2009,0,470797,-470797
5/15/2009,0,215711,-215711
5/16/2009,0,512113,-512113
5/17/2009,0,249205,-249205
5/18/2009,0,217475,-217475
5/19/2009,0,202577,-202577
5/20/2009,0,188470,-188470
5/21/2009,0,173966,-173966
5/22/2009,0,153762,-153762
5/23/2009,0,366258,-366258
5/24/2009,0,555947,-555947
5/25/2009,0,241153,-241153
5/26/2009,0,292729,-292729
5/27/2009,0,220870,-220870
5/28/2009,0,360237,-360237
5/29/2009,0,535935,-535935
5/30/2009,0,304901,-304901
5/31/2009,0,250512,-250512
6/1/2009,0,201771,-201771
6/2/2009,0,188141,-188141
6/3/2009,0,730879,-730879
6/4/2009,0,639277,-639277
6/5/2009,0,1067789,-1067790
6/6/2009,0,476525,-476525
6/7/2009,0,368106,-368106
6/8/2009,0,309840,-309840
6/9/2009,0,660615,-660615
6/10/2009,0,533689,-533689
6/11/2009,0,528173,-528173
6/12/2009,0,345914,-345914
6/13/2009,0,1469179,-1469180
6/14/2009,0,554859,-554859
6/15/2009,0,840516,-840516
6/16/2009,0,483114,-483114
6/17/2009,0,501947,-501947
6/18/2009,0,1012817,-1012820
6/19/2009,0,512577,-512577
6/20/2009,0,1044007,-1044010
6/21/2009,0,519109,-519109
6/22/2009,0,364417,-364417
6/23/2009,0,277466,-277466
6/24/2009,0,238497,-238497
6/25/2009,0,201761,-201761
6/26/2009,0,217599,-217599
6/27/2009,0,172148,-172148
6/28/2009,0,157690,-157690
6/29/2009,0,148792,-148792
6/30/2009,0,347435,-347435
7/1/2009,0,463730,-463730
7/2/2009,0,616736,-616736
7/3/2009,0,262625,-262625
7/4/2009,0,242405,-242405
7/5/2009,0,222376,-222376
7/6/2009,0,202270,-202270
7/7/2009,0,209934,-209934
7/8/2009,0,169192,-169192
7/9/2009,0,148696,-148696
7/10/2009,0,133799,-133799
7/11/2009,0,847430,-847430
7/12/2009,0,266481,-266481
7/13/2009,0,219406,-219406
7/14/2009,0,198246,-198246
7/15/2009,0,178262,-178262
7/16/2009,0,163323,-163323
7/17/2009,0,548539,-548539
7/18/2009,0,258776,-258776
7/19/2009,0,195797,-195797
7/20/2009,0,161169,-161169
7/21/2009,0,351563,-351563
7/22/2009,0,181218,-181218
7/23/2009,0,865544,-865544
7/24/2009,0,340808,-340808
7/25/2009,0,260006,-260006
7/26/2009,0,519993,-519993
7/27/2009,0,603750,-603750
7/28/2009,0,344647,-344647
7/29/2009,0,799122,-799122
7/30/2009,0,390816,-390816
7/31/2009,0,946615,-946615
8/1/2009,0,422501,-422501
8/2/2009,0,3983610,-3983610
8/3/2009,0,1237381,-1237380
8/4/2009,0,752036,-752036
8/5/2009,0,506977,-506977
8/6/2009,0,353243,-353243
8/7/2009,0,279978,-279978
8/8/2009,0,231436,-231436
8/9/2009,0,758060,-758060
8/10/2009,0,319416,-319416
8/11/2009,0,245713,-245713
8/12/2009,0,762337,-762337
8/13/2009,0,1424173,-1424170
8/14/2009,0,573554,-573554
8/15/2009,0,482092,-482092
8/16/2009,0,394252,-394252
8/17/2009,0,300109,-300109
8/18/2009,0,603502,-603502
8/19/2009,0,401509,-401509
8/20/2009,0,286183,-286183
8/21/2009,0,505999,-505999
8/22/2009,0,686748,-686748
8/23/2009,0,333917,-333917
8/24/2009,0,282947,-282947
8/25/2009,0,247188,-247188
8/26/2009,0,212253,-212253
8/27/2009,0,208320,-208320
8/28/2009,0,1748032,-1748030
8/29/2009,0,1176083,-1176080
8/30/2009,0,602330,-602330
8/31/2009,0,475139,-475139
9/1/2009,0,389036,-389036
9/2/2009,0,328578,-328578
9/3/2009,0,283311,-283311
9/4/2009,0,248237,-248237
9/5/2009,0,204456,-204456
9/6/2009,0,179018,-179018
9/7/2009,0,164743,-164743
9/8/2009,0,155487,-155487
9/9/2009,0,166309,-166309
9/10/2009,0,196495,-196495
9/11/2009,0,1935991,-1935990
9/12/2009,0,1094383,-1094380
9/13/2009,0,590014,-590014
9/14/2009,0,584921,-584921
9/15/2009,0,515206,-515206
9/16/2009,0,476051,-476051
9/17/2009,0,444401,-444401
9/18/2009,0,349230,-349230
9/19/2009,0,258075,-258075
9/20/2009,0,208123,-208123
9/21/2009,0,181739,-181739
9/22/2009,0,166001,-166001
9/23/2009,0,319538,-319538
9/24/2009,0,173802,-173802
9/25/2009,0,162545,-162545
9/26/2009,0,454265,-454265
9/27/2009,0,567333,-567333
9/28/2009,0,333633,-333633
9/29/2009,0,297135,-297135
9/30/2009,0,286056,-286056
10/1/2009,0,256169,-256169
10/2/2009,0,279537,-279537
10/3/2009,0,246135,-246135
10/4/2009,0,204255,-204255
10/5/2009,0,175805,-175805
10/6/2009,0,157483,-157483
10/7/2009,0,160846,-160846
10/8/2009,0,139390,-139390
10/9/2009,0,204060,-204060
10/10/2009,0,149370,-149370
10/11/2009,0,133235,-133235
10/12/2009,0,128143,-128143
10/13/2009,0,123826,-123826
10/14/2009,0,120013,-120013
10/15/2009,0,520899,-520899
10/16/2009,0,290285,-290285
10/17/2009,0,751855,-751855
10/18/2009,0,465939,-465939
10/19/2009,0,401284,-401284
10/20/2009,0,381307,-381307
10/21/2009,0,345089,-345089
10/22/2009,0,303921,-303921
10/23/2009,0,597687,-597687
10/24/2009,0,2072553,-2072550
10/25/2009,0,833416,-833416
10/26/2009,0,603665,-603665
10/27/2009,0,1860547,-1860550
10/28/2009,0,2612818,-2612820
10/29/2009,0,1262670,-1262670
10/30/2009,0,869295,-869295
10/31/2009,0,707701,-707701
11/1/2009,0,627856,-627856
11/2/2009,0,449944,-449944
11/3/2009,0,374052,-374052
11/4/2009,0,308892,-308892
11/5/2009,0,276048,-276048
11/6/2009,0,241390,-241390
11/7/2009,0,224580,-224580
11/8/2009,0,211657,-211657
11/9/2009,0,200126,-200126
11/10/2009,0,190636,-190636
11/11/2009,0,190761,-190761
11/12/2009,0,178516,-178516
11/13/2009,0,197388,-197388
11/14/2009,0,191703,-191703
11/15/2009,0,165300,-165300
11/16/2009,0,160080,-160080
11/17/2009,0,155261,-155261
11/18/2009,0,150811,-150811
11/19/2009,0,342255,-342255
11/20/2009,0,372103,-372103
11/21/2009,0,212115,-212115
11/22/2009,0,216399,-216399
11/23/2009,0,235560,-235560
11/24/2009,0,268251,-268251
11/25/2009,0,317780,-317780
11/26/2009,0,257253,-257253
11/27/2009,0,234900,-234900
11/28/2009,0,208186,-208186
11/29/2009,0,188871,-188871
11/30/2009,0,290090,-290090
12/1/2009,0,196632,-196632
12/2/2009,0,851587,-851587
12/3/2009,0,1366392,-1366390
12/4/2009,0,682534,-682534
12/5/2009,0,1391812,-1391810
12/6/2009,0,829582,-829582
12/7/2009,0,685374,-685374
12/8/2009,0,591929,-591929
12/9/2009,0,3160802,-3160800
12/10/2009,0,1388852,-1388850
12/11/2009,0,854119,-854119
12/12/2009,0,617766,-617766
12/13/2009,0,659250,-659250
12/14/2009,0,469547,-469547
12/15/2009,0,404509,-404509
12/16/2009,0,360247,-360247
12/17/2009,0,302403,-302403
12/18/2009,0,272074,-272074
12/19/2009,0,252199,-252199
12/20/2009,0,237449,-237449
12/21/2009,0,223897,-223897
12/22/2009,0,212850,-212850
12/23/2009,0,203560,-203560
12/24/2009,0,195530,-195530
12/25/2009,0,225308,-225308
12/26/2009,0,1642612,-1642610
12/27/2009,0,319855,-319855
12/28/2009,0,471813,-471813
12/29/2009,0,468325,-468325
12/30/2009,0,374313,-374313
12/31/2009,0,410968,-410968
1/1/2010,0,362795,-362795
1/2/2010,0,340701,-340701
1/3/2010,0,291043,-291043
1/4/2010,0,256774,-256774
1/5/2010,0,231003,-231003
1/6/2010,0,210326,-210326
1/7/2010,0,214578,-214578
1/8/2010,0,186590,-186590
1/9/2010,0,175053,-175053
1/10/2010,0,167240,-167240
1/11/2010,0,160619,-160619
1/12/2010,0,154762,-154762
1/13/2010,0,149461,-149461
1/14/2010,0,144615,-144615
1/15/2010,0,140006,-140006
1/16/2010,0,135646,-135646
1/17/2010,0,755123,-755123
1/18/2010,0,258199,-258199
1/19/2010,0,394432,-394432
1/20/2010,0,540711,-540711
1/21/2010,0,717113,-717113
1/22/2010,0,919312,-919312
1/23/2010,0,890544,-890544
1/24/2010,0,1901229,-1901230
1/25/2010,0,3673088,-3673090
1/26/2010,0,1238747,-1238750
1/27/2010,0,872168,-872168
1/28/2010,0,639626,-639626
1/29/2010,0,485820,-485820
1/30/2010,0,392289,-392289
1/31/2010,0,332109,-332109
2/1/2010,0,284270,-284270
2/2/2010,0,241783,-241783
2/3/2010,0,256401,-256401
2/4/2010,0,276868,-276868
2/5/2010,0,428425,-428425
2/6/2010,0,259030,-259030
2/7/2010,0,218106,-218106
2/8/2010,0,211867,-211867
2/9/2010,0,304730,-304730
2/10/2010,0,1113906,-1113910
2/11/2010,0,751391,-751391
2/12/2010,0,483603,-483603
2/13/2010,0,397971,-397971
2/14/2010,0,382378,-382378
2/15/2010,0,613071,-613071
2/16/2010,0,528087,-528087
2/17/2010,0,609051,-609051
2/18/2010,0,1061304,-1061300
2/19/2010,0,1507437,-1507440
2/20/2010,0,651607,-651607
2/21/2010,0,502323,-502323
2/22/2010,0,649233,-649233
2/23/2010,0,2125756,-2125760
2/24/2010,0,1550248,-1550250
2/25/2010,0,1486400,-1486400
2/26/2010,0,1059103,-1059100
2/27/2010,0,1152445,-1152440
2/28/2010,0,1055097,-1055100
3/1/2010,0,779611,-779611
3/2/2010,0,599392,-599392
3/3/2010,0,464111,-464111
3/4/2010,0,366306,-366306
3/5/2010,0,311533,-311533
3/6/2010,0,277186,-277186
3/7/2010,0,251471,-251471
3/8/2010,0,231156,-231156
3/9/2010,0,215314,-215314
3/10/2010,0,202868,-202868
3/11/2010,0,192572,-192572
3/12/2010,0,751667,-751667
3/13/2010,0,4053030,-4053030
3/14/2010,0,2428524,-2428520
3/15/2010,0,1504658,-1504660
3/16/2010,0,1080082,-1080080
3/17/2010,0,853566,-853566
3/18/2010,0,666384,-666384
3/19/2010,0,533160,-533160
3/20/2010,0,422394,-422394
3/21/2010,0,325557,-325557
3/22/2010,0,1309437,-1309440
3/23/2010,0,559958,-559958
3/24/2010,0,454955,-454955
3/25/2010,0,510018,-510018
3/26/2010,0,394837,-394837
3/27/2010,0,362576,-362576
3/28/2010,0,1169062,-1169060
3/29/2010,0,938474,-938474
3/30/2010,0,3463841,-3463840
3/31/2010,0,1345325,-1345320
4/1/2010,0,958987,-958987
4/2/2010,0,701868,-701868
4/3/2010,0,547276,-547276
4/4/2010,0,450765,-450765
4/5/2010,0,370986,-370986
4/6/2010,0,319930,-319930
4/7/2010,0,276582,-276582
4/8/2010,0,551658,-551658
4/9/2010,0,296370,-296370
4/10/2010,0,273274,-273274
4/11/2010,0,256626,-256626
4/12/2010,0,242761,-242761
4/13/2010,0,242542,-242542
4/14/2010,0,223545,-223545
4/15/2010,0,227743,-227743
4/16/2010,0,375832,-375832
4/17/2010,0,226124,-226124
4/18/2010,0,213395,-213395
4/19/2010,0,202659,-202659
4/20/2010,0,192824,-192824
4/21/2010,0,190198,-190198
4/22/2010,0,176388,-176388
4/23/2010,0,168542,-168542
4/24/2010,0,458384,-458384
4/25/2010,0,1103800,-1103800
4/26/2010,0,964129,-964129
4/27/2010,0,538657,-538657
4/28/2010,0,509273,-509273
4/29/2010,0,451255,-451255
4/30/2010,0,386624,-386624
5/1/2010,0,326013,-326013
5/2/2010,0,1539579,-1539580
5/3/2010,0,1043923,-1043920
5/4/2010,0,603228,-603228
5/5/2010,0,417258,-417258
5/6/2010,0,329202,-329202
5/7/2010,0,277054,-277054
5/8/2010,0,273372,-273372
5/9/2010,0,232567,-232567
5/10/2010,0,202600,-202600
5/11/2010,0,579730,-579730
5/12/2010,0,262134,-262134
5/13/2010,0,238904,-238904
5/14/2010,0,372997,-372997
5/15/2010,0,242319,-242319
5/16/2010,0,222024,-222024
5/17/2010,0,262906,-262906
5/18/2010,0,598275,-598275
5/19/2010,0,299336,-299336
5/20/2010,0,257486,-257486
5/21/2010,0,223325,-223325
5/22/2010,0,251078,-251078
5/23/2010,0,216945,-216945
5/24/2010,0,179244,-179244
5/25/2010,0,163271,-163271
5/26/2010,0,147374,-147374
5/27/2010,0,353570,-353570
5/28/2010,0,166340,-166340
5/29/2010,0,167487,-167487
5/30/2010,0,145451,-145451
5/31/2010,0,138205,-138205
