Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Assenpink Lake"
Cubic Meter
"Sources and Destinations","Increase in Storage for Assenpink Lake","Inflow from Upstream","Outflow to Downstream"
1/14/2008,0,280802,-280802
1/15/2008,0,181425,-181425
1/16/2008,0,178061,-178061
1/17/2008,0,344317,-344317
1/18/2008,0,269991,-269991
1/19/2008,0,202532,-202532
1/20/2008,0,200710,-200710
1/21/2008,0,180406,-180406
1/22/2008,0,172396,-172396
1/23/2008,0,176947,-176947
1/24/2008,0,160482,-160482
1/25/2008,0,147360,-147360
1/26/2008,0,138924,-138924
1/27/2008,0,149575,-149575
1/28/2008,0,144770,-144770
1/29/2008,0,161191,-161191
1/30/2008,0,183920,-183920
1/31/2008,0,119329,-119329
2/1/2008,0,811140,-811140
2/2/2008,0,255094,-255094
2/3/2008,0,405852,-405852
2/4/2008,0,285091,-285091
2/5/2008,0,185857,-185857
2/6/2008,0,222637,-222637
2/7/2008,0,219652,-219652
2/8/2008,0,163381,-163381
2/9/2008,0,203880,-203880
2/10/2008,0,144901,-144901
2/11/2008,0,134728,-134728
2/12/2008,0,125916,-125916
2/13/2008,0,1129059,-1129060
2/14/2008,0,309455,-309455
2/15/2008,0,335636,-335636
2/16/2008,0,324620,-324620
2/17/2008,0,317694,-317694
2/18/2008,0,460893,-460893
2/19/2008,0,297929,-297929
2/20/2008,0,279643,-279643
2/21/2008,0,244372,-244372
2/22/2008,0,312912,-312912
2/23/2008,0,367301,-367301
2/24/2008,0,218291,-218291
2/25/2008,0,294096,-294096
2/26/2008,0,289577,-289577
2/27/2008,0,181403,-181403
2/28/2008,0,168834,-168834
3/1/2008,0,190569,-190569
3/2/2008,0,159317,-159317
3/3/2008,0,148389,-148389
3/4/2008,0,177897,-177897
3/5/2008,0,648583,-648583
3/6/2008,0,154689,-154689
3/7/2008,0,746418,-746418
3/8/2008,0,1350529,-1350530
3/9/2008,0,242211,-242211
3/10/2008,0,241452,-241452
3/11/2008,0,236244,-236244
3/12/2008,0,226902,-226902
3/13/2008,0,209882,-209882
3/14/2008,0,209498,-209498
3/15/2008,0,208244,-208244
3/16/2008,0,184836,-184836
3/17/2008,0,155110,-155110
3/18/2008,0,156464,-156464
3/19/2008,0,407749,-407749
3/20/2008,0,287810,-287810
3/21/2008,0,173048,-173048
3/22/2008,0,167192,-167192
3/23/2008,0,160838,-160838
3/24/2008,0,154361,-154361
3/25/2008,0,148111,-148111
3/26/2008,0,141474,-141474
3/27/2008,0,141610,-141610
3/28/2008,0,123173,-123173
3/29/2008,0,115237,-115237
3/30/2008,0,108720,-108720
3/31/2008,0,117416,-117416
4/1/2008,0,158632,-158632
4/2/2008,0,100624,-100624
4/3/2008,0,147216,-147216
4/4/2008,0,214094,-214094
4/5/2008,0,130105,-130105
4/6/2008,0,115216,-115216
4/7/2008,0,104056,-104056
4/8/2008,0,101081,-101081
4/9/2008,0,100050,-100050
4/10/2008,0,89191,-89191
4/11/2008,0,202489,-202489
4/12/2008,0,113283,-113283
4/13/2008,0,92737.4,-92737.4
4/14/2008,0,87224.6,-87224.6
4/15/2008,0,76614.4,-76614.4
4/16/2008,0,72049.7,-72049.7
4/17/2008,0,67865,-67865
4/18/2008,0,63659.8,-63659.8
4/19/2008,0,59567,-59567
4/20/2008,0,56597,-56597
4/21/2008,0,54258.7,-54258.7
4/22/2008,0,51593.7,-51593.7
4/23/2008,0,48612.7,-48612.7
4/24/2008,0,46037.6,-46037.6
4/25/2008,0,53884.9,-53884.9
4/26/2008,0,56056.8,-56056.8
4/27/2008,0,60844.3,-60844.3
4/28/2008,0,303799,-303799
4/29/2008,0,61608.6,-61608.6
4/30/2008,0,62910.6,-62910.6
5/1/2008,0,67260.5,-67260.5
5/2/2008,0,64425.2,-64425.2
5/3/2008,0,67387.3,-67387.3
5/4/2008,0,51003,-51003
5/5/2008,0,48238.9,-48238.9
5/6/2008,0,43678.4,-43678.4
5/7/2008,0,40935.8,-40935.8
5/8/2008,0,54343.9,-54343.9
5/9/2008,0,385741,-385741
5/10/2008,0,81251.2,-81251.2
5/11/2008,0,77195.4,-77195.4
5/12/2008,0,315820,-315820
5/13/2008,0,97961.8,-97961.8
5/14/2008,0,97845.7,-97845.7
5/15/2008,0,99579.1,-99579.1
5/16/2008,0,551746,-551746
5/17/2008,0,170625,-170625
5/18/2008,0,363340,-363340
5/19/2008,0,158660,-158660
5/20/2008,0,410658,-410658
5/21/2008,0,195508,-195508
5/22/2008,0,194999,-194999
5/23/2008,0,145803,-145803
5/24/2008,0,112561,-112561
5/25/2008,0,95667.3,-95667.3
5/26/2008,0,86846.6,-86846.6
5/27/2008,0,170401,-170401
5/28/2008,0,80043.7,-80043.7
5/29/2008,0,68628.6,-68628.6
5/30/2008,0,61102,-61102
5/31/2008,0,167999,-167999
6/1/2008,0,68975.4,-68975.4
6/2/2008,0,56132.6,-56132.6
6/3/2008,0,149941,-149941
6/4/2008,0,789772,-789772
6/5/2008,0,144523,-144523
6/6/2008,0,130098,-130098
6/7/2008,0,124005,-124005
6/8/2008,0,92883,-92883
6/9/2008,0,76788.4,-76788.4
6/10/2008,0,89661.2,-89661.2
6/11/2008,0,63987.3,-63987.3
6/12/2008,0,54478.4,-54478.4
6/13/2008,0,48655.7,-48655.7
6/14/2008,0,147642,-147642
6/15/2008,0,76782.8,-76782.8
6/16/2008,0,59220.1,-59220.1
6/17/2008,0,43419.6,-43419.6
6/18/2008,0,99581.6,-99581.6
6/19/2008,0,43658.2,-43658.2
6/20/2008,0,38622.6,-38622.6
6/21/2008,0,35667.7,-35667.7
6/22/2008,0,33706,-33706
6/23/2008,0,35538.6,-35538.6
6/24/2008,0,31607.9,-31607.9
6/25/2008,0,29038.6,-29038.6
6/26/2008,0,26476.7,-26476.7
6/27/2008,0,70723.8,-70723.8
6/28/2008,0,88450.5,-88450.5
6/29/2008,0,106646,-106646
6/30/2008,0,50333.5,-50333.5
7/1/2008,0,58235.6,-58235.6
7/2/2008,0,53987.2,-53987.2
7/3/2008,0,26140.8,-26140.8
7/4/2008,0,46790.7,-46790.7
7/5/2008,0,234215,-234215
7/6/2008,0,135018,-135018
7/7/2008,0,85618.1,-85618.1
7/8/2008,0,42319.4,-42319.4
7/9/2008,0,50675.2,-50675.2
7/10/2008,0,29840.4,-29840.4
7/11/2008,0,27169.5,-27169.5
7/12/2008,0,23795.3,-23795.3
7/13/2008,0,21129.9,-21129.9
7/14/2008,0,87691,-87691
7/15/2008,0,23301.1,-23301.1
7/16/2008,0,62545.6,-62545.6
7/17/2008,0,34474.4,-34474.4
7/18/2008,0,30532.2,-30532.2
7/19/2008,0,15515.5,-15515.5
7/20/2008,0,24967.3,-24967.3
7/21/2008,0,12997.8,-12997.8
7/22/2008,0,15093.5,-15093.5
7/23/2008,0,629485,-629485
7/24/2008,0,325676,-325676
7/25/2008,0,79493.2,-79493.2
7/26/2008,0,80904.4,-80904.4
7/27/2008,0,319631,-319631
7/28/2008,0,104982,-104982
7/29/2008,0,79798.4,-79798.4
7/30/2008,0,67219.7,-67219.7
7/31/2008,0,49434,-49434
8/1/2008,0,37732.2,-37732.2
8/2/2008,0,117827,-117827
8/3/2008,0,38760.4,-38760.4
8/4/2008,0,29996.8,-29996.8
8/5/2008,0,32862.6,-32862.6
8/6/2008,0,33215.2,-33215.2
8/7/2008,0,21393.8,-21393.8
8/8/2008,0,36363.5,-36363.5
8/9/2008,0,21152.4,-21152.4
8/10/2008,0,77379.9,-77379.9
8/11/2008,0,71456.1,-71456.1
8/12/2008,0,22730.9,-22730.9
8/13/2008,0,25180.8,-25180.8
8/14/2008,0,182371,-182371
8/15/2008,0,81984.8,-81984.8
8/16/2008,0,44290.7,-44290.7
8/17/2008,0,27335.6,-27335.6
8/18/2008,0,23222.2,-23222.2
8/19/2008,0,21228.3,-21228.3
8/20/2008,0,21047.2,-21047.2
8/21/2008,0,19454.3,-19454.3
8/22/2008,0,17204,-17204
8/23/2008,0,15364,-15364
8/24/2008,0,14039.9,-14039.9
8/25/2008,0,52913.5,-52913.5
8/26/2008,0,40617.7,-40617.7
8/27/2008,0,15745.3,-15745.3
8/28/2008,0,13539,-13539
8/29/2008,0,52393.2,-52393.2
8/30/2008,0,54572.4,-54572.4
8/31/2008,0,14359,-14359
9/1/2008,0,29577.5,-29577.5
9/2/2008,0,28560.9,-28560.9
9/3/2008,0,27527.1,-27527.1
9/4/2008,0,26587.5,-26587.5
9/5/2008,0,52601.2,-52601.2
9/6/2008,0,1495525,-1495520
9/7/2008,0,95563.1,-95563.1
9/8/2008,0,117464,-117464
9/9/2008,0,522333,-522333
9/10/2008,0,182819,-182819
9/11/2008,0,182050,-182050
9/12/2008,0,527873,-527873
9/13/2008,0,241364,-241364
9/14/2008,0,169334,-169334
9/15/2008,0,129324,-129324
9/16/2008,0,105464,-105464
9/17/2008,0,88576.8,-88576.8
9/18/2008,0,77670.2,-77670.2
9/19/2008,0,70249.3,-70249.3
9/20/2008,0,63868.5,-63868.5
9/21/2008,0,59419.1,-59419.1
9/22/2008,0,56045.5,-56045.5
9/23/2008,0,53381.7,-53381.7
9/24/2008,0,51193.1,-51193.1
9/25/2008,0,162400,-162400
9/26/2008,0,276968,-276968
9/27/2008,0,129829,-129829
9/28/2008,0,818556,-818556
9/29/2008,0,139549,-139549
9/30/2008,0,302550,-302550
10/1/2008,0,220279,-220279
10/2/2008,0,185841,-185841
10/3/2008,0,172125,-172125
10/4/2008,0,151978,-151978
10/5/2008,0,135005,-135005
10/6/2008,0,113880,-113880
10/7/2008,0,99860.6,-99860.6
10/8/2008,0,105807,-105807
10/9/2008,0,87026.9,-87026.9
10/10/2008,0,77499,-77499
10/11/2008,0,72502,-72502
10/12/2008,0,68543.8,-68543.8
10/13/2008,0,65227.9,-65227.9
10/14/2008,0,62345.4,-62345.4
10/15/2008,0,59787.2,-59787.2
10/16/2008,0,57417,-57417
10/17/2008,0,55318.6,-55318.6
10/18/2008,0,53459.5,-53459.5
10/19/2008,0,51764.3,-51764.3
10/20/2008,0,50198.6,-50198.6
10/21/2008,0,48734.2,-48734.2
10/22/2008,0,47354.2,-47354.2
10/23/2008,0,46055.6,-46055.6
10/24/2008,0,44829.9,-44829.9
10/25/2008,0,311861,-311861
10/26/2008,0,64060,-64060
10/27/2008,0,241110,-241110
10/28/2008,0,1031498,-1031500
10/29/2008,0,187926,-187926
10/30/2008,0,206339,-206339
10/31/2008,0,228627,-228627
11/1/2008,0,235179,-235179
11/2/2008,0,210356,-210356
11/3/2008,0,189331,-189331
11/4/2008,0,166688,-166688
11/5/2008,0,284185,-284185
11/6/2008,0,220530,-220530
11/7/2008,0,150140,-150140
11/8/2008,0,191417,-191417
11/9/2008,0,126624,-126624
11/10/2008,0,118260,-118260
11/11/2008,0,125293,-125293
11/12/2008,0,164167,-164167
11/13/2008,0,426225,-426225
11/14/2008,0,172384,-172384
11/15/2008,0,733626,-733626
11/16/2008,0,234241,-234241
11/17/2008,0,220626,-220626
11/18/2008,0,215130,-215130
11/19/2008,0,207383,-207383
11/20/2008,0,196764,-196764
11/21/2008,0,182345,-182345
11/22/2008,0,166746,-166746
11/23/2008,0,150201,-150201
11/24/2008,0,188165,-188165
11/25/2008,0,226285,-226285
11/26/2008,0,186011,-186011
11/27/2008,0,191434,-191434
11/28/2008,0,146274,-146274
11/29/2008,0,137548,-137548
11/30/2008,0,712159,-712159
12/1/2008,0,218775,-218775
12/2/2008,0,406986,-406986
12/3/2008,0,196347,-196347
12/4/2008,0,210116,-210116
12/5/2008,0,183655,-183655
12/6/2008,0,173867,-173867
12/7/2008,0,165177,-165177
12/8/2008,0,152082,-152082
12/9/2008,0,141587,-141587
12/10/2008,0,252985,-252985
12/11/2008,0,2199183,-2199180
12/12/2008,0,1078510,-1078510
12/13/2008,0,460139,-460139
12/14/2008,0,450533,-450533
12/15/2008,0,462371,-462371
12/16/2008,0,956334,-956334
12/17/2008,0,636943,-636943
12/18/2008,0,408619,-408619
12/19/2008,0,772920,-772920
12/20/2008,0,371120,-371120
12/21/2008,0,373976,-373976
12/22/2008,0,297034,-297034
12/23/2008,0,273016,-273016
12/24/2008,0,429650,-429650
12/25/2008,0,264489,-264489
12/26/2008,0,265359,-265359
12/27/2008,0,312112,-312112
12/28/2008,0,368830,-368830
12/29/2008,0,385417,-385417
12/30/2008,0,393525,-393525
12/31/2008,0,287342,-287342
1/1/2009,0,232942,-232942
1/2/2009,0,222657,-222657
1/3/2009,0,213013,-213013
1/4/2009,0,202938,-202938
1/5/2009,0,192335,-192335
1/6/2009,0,220972,-220972
1/7/2009,0,892453,-892453
1/8/2009,0,305997,-305997
1/9/2009,0,282515,-282515
1/10/2009,0,286203,-286203
1/11/2009,0,265769,-265769
1/12/2009,0,254664,-254664
1/13/2009,0,246188,-246188
1/14/2009,0,235578,-235578
1/15/2009,0,214491,-214491
1/16/2009,0,197881,-197881
1/17/2009,0,184454,-184454
1/18/2009,0,173065,-173065
1/19/2009,0,176044,-176044
1/20/2009,0,155340,-155340
1/21/2009,0,147867,-147867
1/22/2009,0,141213,-141213
1/23/2009,0,160354,-160354
1/24/2009,0,157811,-157811
1/25/2009,0,127386,-127386
1/26/2009,0,122637,-122637
1/27/2009,0,118133,-118133
1/28/2009,0,331090,-331090
1/29/2009,0,182631,-182631
1/30/2009,0,174549,-174549
1/31/2009,0,119177,-119177
2/1/2009,0,174908,-174908
2/2/2009,0,291423,-291423
2/3/2009,0,283801,-283801
2/4/2009,0,127948,-127948
2/5/2009,0,125815,-125815
2/6/2009,0,123027,-123027
2/7/2009,0,136705,-136705
2/8/2009,0,176099,-176099
2/9/2009,0,186892,-186892
2/10/2009,0,120132,-120132
2/11/2009,0,148346,-148346
2/12/2009,0,109152,-109152
2/13/2009,0,103648,-103648
2/14/2009,0,98849.4,-98849.4
2/15/2009,0,94521.6,-94521.6
2/16/2009,0,90194.3,-90194.3
2/17/2009,0,85799.9,-85799.9
2/18/2009,0,159568,-159568
2/19/2009,0,113759,-113759
2/20/2009,0,80790.2,-80790.2
2/21/2009,0,77239,-77239
2/22/2009,0,88245.9,-88245.9
2/23/2009,0,74623.6,-74623.6
2/24/2009,0,71846.3,-71846.3
2/25/2009,0,70075.5,-70075.5
2/26/2009,0,68560.9,-68560.9
2/27/2009,0,75671.4,-75671.4
2/28/2009,0,69624,-69624
3/1/2009,0,184782,-184782
3/2/2009,0,67933.7,-67933.7
3/3/2009,0,62608.8,-62608.8
3/4/2009,0,61252.1,-61252.1
3/5/2009,0,59914.3,-59914.3
3/6/2009,0,199464,-199464
3/7/2009,0,74777.4,-74777.4
3/8/2009,0,60751,-60751
3/9/2009,0,80441.1,-80441.1
3/10/2009,0,57514.3,-57514.3
3/11/2009,0,55598.8,-55598.8
3/12/2009,0,53757.4,-53757.4
3/13/2009,0,52081.1,-52081.1
3/14/2009,0,50146.7,-50146.7
3/15/2009,0,48276.2,-48276.2
3/16/2009,0,46571.3,-46571.3
3/17/2009,0,44952.2,-44952.2
3/18/2009,0,43471.6,-43471.6
3/19/2009,0,54066.2,-54066.2
3/20/2009,0,53805.7,-53805.7
3/21/2009,0,41144.2,-41144.2
3/22/2009,0,40082.1,-40082.1
3/23/2009,0,39066.1,-39066.1
3/24/2009,0,38113.3,-38113.3
3/25/2009,0,37202.3,-37202.3
3/26/2009,0,92726.6,-92726.6
3/27/2009,0,38470.4,-38470.4
3/28/2009,0,82376.8,-82376.8
3/29/2009,0,213095,-213095
3/30/2009,0,51225,-51225
3/31/2009,0,53043.5,-53043.5
4/1/2009,0,144749,-144749
4/2/2009,0,72113.5,-72113.5
4/3/2009,0,318601,-318601
4/4/2009,0,96689.9,-96689.9
4/5/2009,0,93896.3,-93896.3
4/6/2009,0,441973,-441973
4/7/2009,0,131946,-131946
4/8/2009,0,125105,-125105
4/9/2009,0,115127,-115127
4/10/2009,0,108298,-108298
4/11/2009,0,373768,-373768
4/12/2009,0,131726,-131726
4/13/2009,0,132460,-132460
4/14/2009,0,271950,-271950
4/15/2009,0,281272,-281272
4/16/2009,0,137833,-137833
4/17/2009,0,127352,-127352
4/18/2009,0,117329,-117329
4/19/2009,0,103729,-103729
4/20/2009,0,400830,-400830
4/21/2009,0,239767,-239767
4/22/2009,0,201319,-201319
4/23/2009,0,132983,-132983
4/24/2009,0,121090,-121090
4/25/2009,0,110562,-110562
4/26/2009,0,91950.5,-91950.5
4/27/2009,0,78965.3,-78965.3
4/28/2009,0,69075.8,-69075.8
4/29/2009,0,91449,-91449
4/30/2009,0,63147.8,-63147.8
5/1/2009,0,109663,-109663
5/2/2009,0,117928,-117928
5/3/2009,0,293218,-293218
5/4/2009,0,484104,-484104
5/5/2009,0,433245,-433245
5/6/2009,0,657725,-657725
5/7/2009,0,558738,-558738
5/8/2009,0,270835,-270835
5/9/2009,0,242926,-242926
5/10/2009,0,215748,-215748
5/11/2009,0,182136,-182136
5/12/2009,0,143091,-143091
5/13/2009,0,120364,-120364
5/14/2009,0,244677,-244677
5/15/2009,0,130852,-130852
5/16/2009,0,113207,-113207
5/17/2009,0,103161,-103161
5/18/2009,0,88025.5,-88025.5
5/19/2009,0,79888.1,-79888.1
5/20/2009,0,74252.7,-74252.7
5/21/2009,0,69395.9,-69395.9
5/22/2009,0,64122.1,-64122.1
5/23/2009,0,59782.7,-59782.7
5/24/2009,0,117171,-117171
5/25/2009,0,65660.3,-65660.3
5/26/2009,0,65977,-65977
5/27/2009,0,52776.8,-52776.8
5/28/2009,0,53326.8,-53326.8
5/29/2009,0,196319,-196319
5/30/2009,0,69379,-69379
5/31/2009,0,59202.3,-59202.3
6/1/2009,0,50575.5,-50575.5
6/2/2009,0,63923.9,-63923.9
6/3/2009,0,272504,-272504
6/4/2009,0,258050,-258050
6/5/2009,0,636110,-636110
6/6/2009,0,141868,-141868
6/7/2009,0,137044,-137044
6/8/2009,0,158047,-158047
6/9/2009,0,491512,-491512
6/10/2009,0,175790,-175790
6/11/2009,0,378740,-378740
6/12/2009,0,233548,-233548
6/13/2009,0,590731,-590731
6/14/2009,0,193482,-193482
6/15/2009,0,259254,-259254
6/16/2009,0,166347,-166347
6/17/2009,0,159548,-159548
6/18/2009,0,375623,-375623
6/19/2009,0,153993,-153993
6/20/2009,0,327690,-327690
6/21/2009,0,329400,-329400
6/22/2009,0,170934,-170934
6/23/2009,0,192509,-192509
6/24/2009,0,203364,-203364
6/25/2009,0,112095,-112095
6/26/2009,0,226305,-226305
6/27/2009,0,109749,-109749
6/28/2009,0,89686.5,-89686.5
6/29/2009,0,78229.8,-78229.8
6/30/2009,0,108523,-108523
7/1/2009,0,168867,-168867
7/2/2009,0,156026,-156026
7/3/2009,0,80413.9,-80413.9
7/4/2009,0,65699,-65699
7/5/2009,0,61149,-61149
7/6/2009,0,56598.4,-56598.4
7/7/2009,0,60984,-60984
7/8/2009,0,50979.1,-50979.1
7/9/2009,0,48342.9,-48342.9
7/10/2009,0,45735.5,-45735.5
7/11/2009,0,232665,-232665
7/12/2009,0,87965.1,-87965.1
7/13/2009,0,65500.7,-65500.7
7/14/2009,0,47952.7,-47952.7
7/15/2009,0,43328.7,-43328.7
7/16/2009,0,52218.6,-52218.6
7/17/2009,0,78771.6,-78771.6
7/18/2009,0,40243.3,-40243.3
7/19/2009,0,36622.5,-36622.5
7/20/2009,0,34197.7,-34197.7
7/21/2009,0,224924,-224924
7/22/2009,0,64457.3,-64457.3
7/23/2009,0,561809,-561809
7/24/2009,0,91252.6,-91252.6
7/25/2009,0,90306,-90306
7/26/2009,0,362979,-362979
7/27/2009,0,124610,-124610
7/28/2009,0,146571,-146571
7/29/2009,0,483361,-483361
7/30/2009,0,151241,-151241
7/31/2009,0,607927,-607927
8/1/2009,0,173531,-173531
8/2/2009,0,1557956,-1557960
8/3/2009,0,312446,-312446
8/4/2009,0,262844,-262844
8/5/2009,0,220090,-220090
8/6/2009,0,202303,-202303
8/7/2009,0,142046,-142046
8/8/2009,0,117639,-117639
8/9/2009,0,222732,-222732
8/10/2009,0,104196,-104196
8/11/2009,0,91191.4,-91191.4
8/12/2009,0,249401,-249401
8/13/2009,0,191356,-191356
8/14/2009,0,104437,-104437
8/15/2009,0,83149.7,-83149.7
8/16/2009,0,75182.1,-75182.1
8/17/2009,0,68997.9,-68997.9
8/18/2009,0,151073,-151073
8/19/2009,0,89470.5,-89470.5
8/20/2009,0,66651.7,-66651.7
8/21/2009,0,353700,-353700
8/22/2009,0,981818,-981818
8/23/2009,0,215648,-215648
8/24/2009,0,170811,-170811
8/25/2009,0,165490,-165490
8/26/2009,0,145237,-145237
8/27/2009,0,121143,-121143
8/28/2009,0,649298,-649298
8/29/2009,0,549302,-549302
8/30/2009,0,222538,-222538
8/31/2009,0,185504,-185504
9/1/2009,0,161520,-161520
9/2/2009,0,144684,-144684
9/3/2009,0,131885,-131885
9/4/2009,0,121599,-121599
9/5/2009,0,109286,-109286
9/6/2009,0,99308.9,-99308.9
9/7/2009,0,92262.4,-92262.4
9/8/2009,0,86862.5,-86862.5
9/9/2009,0,82463.6,-82463.6
9/10/2009,0,154891,-154891
9/11/2009,0,522057,-522057
9/12/2009,0,189334,-189334
9/13/2009,0,114753,-114753
9/14/2009,0,115570,-115570
9/15/2009,0,114251,-114251
9/16/2009,0,124593,-124593
9/17/2009,0,110356,-110356
9/18/2009,0,104238,-104238
9/19/2009,0,93636.1,-93636.1
9/20/2009,0,85378,-85378
9/21/2009,0,79124.5,-79124.5
9/22/2009,0,74102.4,-74102.4
9/23/2009,0,242755,-242755
9/24/2009,0,106041,-106041
9/25/2009,0,79597.2,-79597.2
9/26/2009,0,187186,-187186
9/27/2009,0,456110,-456110
9/28/2009,0,255152,-255152
9/29/2009,0,140485,-140485
9/30/2009,0,141922,-141922
10/1/2009,0,133330,-133330
10/2/2009,0,144854,-144854
10/3/2009,0,154809,-154809
10/4/2009,0,117082,-117082
10/5/2009,0,103746,-103746
10/6/2009,0,93272.6,-93272.6
10/7/2009,0,99736.1,-99736.1
10/8/2009,0,81225.1,-81225.1
10/9/2009,0,76124.5,-76124.5
10/10/2009,0,76272.1,-76272.1
10/11/2009,0,68528.3,-68528.3
10/12/2009,0,65492.5,-65492.5
10/13/2009,0,62851.9,-62851.9
10/14/2009,0,60498.5,-60498.5
10/15/2009,0,235000,-235000
10/16/2009,0,85329.8,-85329.8
10/17/2009,0,224552,-224552
10/18/2009,0,153742,-153742
10/19/2009,0,93990.5,-93990.5
10/20/2009,0,97048.2,-97048.2
10/21/2009,0,98277,-98277
10/22/2009,0,97701.9,-97701.9
10/23/2009,0,222941,-222941
10/24/2009,0,779066,-779066
10/25/2009,0,199773,-199773
10/26/2009,0,181635,-181635
10/27/2009,0,753595,-753595
10/28/2009,0,1240142,-1240140
10/29/2009,0,390611,-390611
10/30/2009,0,358231,-358231
10/31/2009,0,426046,-426046
11/1/2009,0,366029,-366029
11/2/2009,0,265736,-265736
11/3/2009,0,234945,-234945
11/4/2009,0,204885,-204885
11/5/2009,0,180919,-180919
11/6/2009,0,160278,-160278
11/7/2009,0,147425,-147425
11/8/2009,0,137033,-137033
11/9/2009,0,128186,-128186
11/10/2009,0,120843,-120843
11/11/2009,0,130660,-130660
11/12/2009,0,179473,-179473
11/13/2009,0,222015,-222015
11/14/2009,0,144211,-144211
11/15/2009,0,119255,-119255
11/16/2009,0,116365,-116365
11/17/2009,0,113615,-113615
11/18/2009,0,110967,-110967
11/19/2009,0,156813,-156813
11/20/2009,0,304449,-304449
11/21/2009,0,130839,-130839
11/22/2009,0,126350,-126350
11/23/2009,0,139949,-139949
11/24/2009,0,147075,-147075
11/25/2009,0,158956,-158956
11/26/2009,0,122644,-122644
11/27/2009,0,119599,-119599
11/28/2009,0,111042,-111042
11/29/2009,0,105006,-105006
11/30/2009,0,180588,-180588
12/1/2009,0,106153,-106153
12/2/2009,0,417123,-417123
12/3/2009,0,329591,-329591
12/4/2009,0,160802,-160802
12/5/2009,0,518216,-518216
12/6/2009,0,215484,-215484
12/7/2009,0,216429,-216429
12/8/2009,0,216495,-216495
12/9/2009,0,1661240,-1661240
12/10/2009,0,435253,-435253
12/11/2009,0,386381,-386381
12/12/2009,0,347201,-347201
12/13/2009,0,552003,-552003
12/14/2009,0,331512,-331512
12/15/2009,0,298746,-298746
12/16/2009,0,272647,-272647
12/17/2009,0,236110,-236110
12/18/2009,0,212111,-212111
12/19/2009,0,256857,-256857
12/20/2009,0,189127,-189127
12/21/2009,0,176086,-176086
12/22/2009,0,165690,-165690
12/23/2009,0,157115,-157115
12/24/2009,0,149825,-149825
12/25/2009,0,262826,-262826
12/26/2009,0,1663542,-1663540
12/27/2009,0,314685,-314685
12/28/2009,0,399765,-399765
12/29/2009,0,301452,-301452
12/30/2009,0,249859,-249859
12/31/2009,0,282604,-282604
1/1/2010,0,245766,-245766
1/2/2010,0,236171,-236171
1/3/2010,0,213340,-213340
1/4/2010,0,195173,-195173
1/5/2010,0,179849,-179849
1/6/2010,0,166891,-166891
1/7/2010,0,169420,-169420
1/8/2010,0,147734,-147734
1/9/2010,0,140023,-140023
1/10/2010,0,133404,-133404
1/11/2010,0,127511,-127511
1/12/2010,0,122140,-122140
1/13/2010,0,117191,-117191
1/14/2010,0,112601,-112601
1/15/2010,0,108246,-108246
1/16/2010,0,104128,-104128
1/17/2010,0,536508,-536508
1/18/2010,0,213434,-213434
1/19/2010,0,343576,-343576
1/20/2010,0,452028,-452028
1/21/2010,0,329845,-329845
1/22/2010,0,253182,-253182
1/23/2010,0,195712,-195712
1/24/2010,0,314508,-314508
1/25/2010,0,1356056,-1356060
1/26/2010,0,255530,-255530
1/27/2010,0,242129,-242129
1/28/2010,0,224633,-224633
1/29/2010,0,207881,-207881
1/30/2010,0,193433,-193433
1/31/2010,0,181376,-181376
2/1/2010,0,170320,-170320
2/2/2010,0,157372,-157372
2/3/2010,0,153889,-153889
2/4/2010,0,143113,-143113
2/5/2010,0,183717,-183717
2/6/2010,0,142486,-142486
2/7/2010,0,125564,-125564
2/8/2010,0,120587,-120587
2/9/2010,0,396654,-396654
2/10/2010,0,477290,-477290
2/11/2010,0,283477,-283477
2/12/2010,0,188755,-188755
2/13/2010,0,179763,-179763
2/14/2010,0,307437,-307437
2/15/2010,0,570737,-570737
2/16/2010,0,323476,-323476
2/17/2010,0,317782,-317782
2/18/2010,0,422530,-422530
2/19/2010,0,205989,-205989
2/20/2010,0,179504,-179504
2/21/2010,0,168482,-168482
2/22/2010,0,318346,-318346
2/23/2010,0,1221027,-1221030
2/24/2010,0,649588,-649588
2/25/2010,0,558121,-558121
2/26/2010,0,440224,-440224
2/27/2010,0,515837,-515837
2/28/2010,0,413845,-413845
3/1/2010,0,284842,-284842
3/2/2010,0,282529,-282529
3/3/2010,0,247535,-247535
3/4/2010,0,206739,-206739
3/5/2010,0,186654,-186654
3/6/2010,0,170994,-170994
3/7/2010,0,157758,-157758
3/8/2010,0,146634,-146634
3/9/2010,0,137399,-137399
3/10/2010,0,129489,-129489
3/11/2010,0,122546,-122546
3/12/2010,0,686975,-686975
3/13/2010,0,2287741,-2287740
3/14/2010,0,1294361,-1294360
3/15/2010,0,579612,-579612
3/16/2010,0,476403,-476403
3/17/2010,0,454385,-454385
3/18/2010,0,417026,-417026
3/19/2010,0,376283,-376283
3/20/2010,0,322550,-322550
3/21/2010,0,266357,-266357
3/22/2010,0,827623,-827623
3/23/2010,0,357136,-357136
3/24/2010,0,282616,-282616
3/25/2010,0,312428,-312428
3/26/2010,0,246393,-246393
3/27/2010,0,231716,-231716
3/28/2010,0,1045358,-1045360
3/29/2010,0,761403,-761403
3/30/2010,0,1948213,-1948210
3/31/2010,0,561513,-561513
4/1/2010,0,506643,-506643
4/2/2010,0,449889,-449889
