Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Lake Ontelaunee"
Cubic Meter
"Sources and Destinations","Increase in Storage for Lake Ontelaunee","Inflow from Upstream","Net Evaporation","Outflow to Downstream"
6/26/2007,0,379041,0,-379041
6/27/2007,0,886866,0,-886866
6/28/2007,0,1042439,0,-1042440
6/29/2007,0,571121,0,-571121
6/30/2007,0,454819,0,-454819
7/1/2007,0,396311,0,-396311
7/2/2007,0,356990,0,-356990
7/3/2007,0,326145,0,-326145
7/4/2007,0,1363345,0,-1363340
7/5/2007,0,1865346,0,-1865350
7/6/2007,0,809142,0,-809142
7/7/2007,0,624897,0,-624897
7/8/2007,0,509503,0,-509503
7/9/2007,0,430822,0,-430822
7/10/2007,0,391220,0,-391220
7/11/2007,0,515800,0,-515800
7/12/2007,0,369887,0,-369887
7/13/2007,0,315996,0,-315996
7/14/2007,0,286505,0,-286505
7/15/2007,0,266667,0,-266667
7/16/2007,0,272576,0,-272576
7/17/2007,0,242424,0,-242424
7/18/2007,0,372943,0,-372943
7/19/2007,0,468935,0,-468935
7/20/2007,0,264297,0,-264297
7/21/2007,0,250178,0,-250178
7/22/2007,0,236591,0,-236591
7/23/2007,0,508227,0,-508227
7/24/2007,0,302862,0,-302862
7/25/2007,0,328545,0,-328545
7/26/2007,0,261272,0,-261272
7/27/2007,0,791323,0,-791323
7/28/2007,0,398064,0,-398064
7/29/2007,0,588454,0,-588454
7/30/2007,0,1009597,0,-1009600
7/31/2007,0,522423,0,-522423
8/1/2007,0,406869,0,-406869
8/2/2007,0,331250,0,-331250
8/3/2007,0,287897,0,-287897
8/4/2007,0,242583,0,-242583
8/5/2007,0,227756,0,-227756
8/6/2007,0,242562,0,-242562
8/7/2007,0,439545,0,-439545
8/8/2007,0,446138,0,-446138
8/9/2007,0,417643,0,-417643
8/10/2007,0,484612,0,-484612
8/11/2007,0,303846,0,-303846
8/12/2007,0,276037,0,-276037
8/13/2007,0,248197,0,-248197
8/14/2007,0,223195,0,-223195
8/15/2007,0,197731,0,-197731
8/16/2007,0,186971,0,-186971
8/17/2007,0,246773,0,-246773
8/18/2007,0,175169,0,-175169
8/19/2007,0,339897,0,-339897
8/20/2007,0,1090446,0,-1090450
8/21/2007,0,3944302,0,-3944300
8/22/2007,0,1292361,0,-1292360
8/23/2007,0,1105277,0,-1105280
8/24/2007,0,853888,0,-853888
8/25/2007,0,2365115,0,-2365120
8/26/2007,0,2532040,0,-2532040
8/27/2007,0,1335566,0,-1335570
8/28/2007,0,849770,0,-849770
8/29/2007,0,602815,0,-602815
8/30/2007,0,497065,0,-497065
8/31/2007,0,440050,0,-440050
9/1/2007,0,414478,0,-414478
9/2/2007,0,382183,0,-382183
9/3/2007,0,357052,0,-357052
9/4/2007,0,337648,0,-337648
9/5/2007,0,321279,0,-321279
9/6/2007,0,306768,0,-306768
9/7/2007,0,293552,0,-293552
9/8/2007,0,311482,0,-311482
9/9/2007,0,271699,0,-271699
9/10/2007,0,291870,0,-291870
9/11/2007,0,502731,0,-502731
9/12/2007,0,267136,0,-267136
9/13/2007,0,264808,0,-264808
9/14/2007,0,264203,0,-264203
9/15/2007,0,277481,0,-277481
9/16/2007,0,250373,0,-250373
9/17/2007,0,240560,0,-240560
9/18/2007,0,228934,0,-228934
9/19/2007,0,213263,0,-213263
9/20/2007,0,200797,0,-200797
9/21/2007,0,190818,0,-190818
9/22/2007,0,194854,0,-194854
9/23/2007,0,175550,0,-175550
9/24/2007,0,168167,0,-168167
9/25/2007,0,161491,0,-161491
9/26/2007,0,318780,0,-318780
9/27/2007,0,207902,0,-207902
9/28/2007,0,174672,0,-174672
9/29/2007,0,165628,0,-165628
9/30/2007,0,160581,0,-160581
10/1/2007,0,155172,0,-155172
10/2/2007,0,149482,0,-149482
10/3/2007,0,143531,0,-143531
10/4/2007,0,134108,0,-134108
10/5/2007,0,126212,0,-126212
10/6/2007,0,119800,0,-119800
10/7/2007,0,114386,0,-114386
10/8/2007,0,109640,0,-109640
10/9/2007,0,474734,0,-474734
10/10/2007,0,262185,0,-262185
10/11/2007,0,3402679,0,-3402680
10/12/2007,0,1163272,0,-1163270
10/13/2007,0,1119136,0,-1119140
10/14/2007,0,1007801,0,-1007800
10/15/2007,0,828328,0,-828328
10/16/2007,0,671498,0,-671498
10/17/2007,0,513195,0,-513195
10/18/2007,0,418100,0,-418100
10/19/2007,0,889675,0,-889675
10/20/2007,0,524789,0,-524789
10/21/2007,0,422375,0,-422375
10/22/2007,0,366396,0,-366396
10/23/2007,0,479933,0,-479933
10/24/2007,0,1009166,0,-1009170
10/25/2007,0,907694,0,-907694
10/26/2007,0,2849741,0,-2849740
10/27/2007,0,8507579,0,-8507580
10/28/2007,0,2936365,0,-2936360
10/29/2007,0,1981145,0,-1981150
10/30/2007,0,1485167,0,-1485170
10/31/2007,0,1186678,0,-1186680
11/1/2007,0,978364,0,-978364
11/2/2007,0,846863,0,-846863
11/3/2007,0,737338,0,-737338
11/4/2007,0,643754,0,-643754
11/5/2007,0,586838,0,-586838
11/6/2007,0,545193,0,-545193
11/7/2007,0,511730,0,-511730
11/8/2007,0,483362,0,-483362
11/9/2007,0,510198,0,-510198
11/10/2007,0,535598,0,-535598
11/11/2007,0,460348,0,-460348
11/12/2007,0,455860,0,-455860
11/13/2007,0,451458,0,-451458
11/14/2007,0,418646,0,-418646
11/15/2007,0,406900,0,-406900
11/16/2007,0,563350,0,-563350
11/17/2007,0,456780,0,-456780
11/18/2007,0,1293239,0,-1293240
11/19/2007,0,1782746,0,-1782750
11/20/2007,0,1627620,0,-1627620
11/21/2007,0,1246352,0,-1246350
11/22/2007,0,3771774,0,-3771770
11/23/2007,0,2556644,0,-2556640
11/24/2007,0,1816179,0,-1816180
11/25/2007,0,1392269,0,-1392270
11/26/2007,0,1121169,0,-1121170
11/27/2007,0,1036133,0,-1036130
11/28/2007,0,955178,0,-955178
11/29/2007,0,1912401,0,-1912400
11/30/2007,0,1328266,0,-1328270
12/1/2007,0,1331078,0,-1331080
12/2/2007,0,1101687,0,-1101690
12/3/2007,0,1034655,0,-1034650
12/4/2007,0,936399,0,-936399
12/5/2007,0,885525,0,-885525
12/6/2007,0,806342,0,-806342
12/7/2007,0,720188,0,-720188
12/8/2007,0,664023,0,-664023
12/9/2007,0,641246,0,-641246
12/10/2007,0,575065,0,-575065
12/11/2007,0,572476,0,-572476
12/12/2007,0,549066,0,-549066
12/13/2007,0,1068929,0,-1068930
12/14/2007,0,684215,0,-684215
12/15/2007,0,742644,0,-742644
12/16/2007,0,694211,0,-694211
12/17/2007,0,849837,0,-849837
12/18/2007,0,608577,0,-608577
12/19/2007,0,1505383,0,-1505380
12/20/2007,0,931040,0,-931040
12/21/2007,0,620518,0,-620518
12/22/2007,0,565195,0,-565195
12/23/2007,0,518789,0,-518789
12/24/2007,0,492607,0,-492607
12/25/2007,0,686843,0,-686843
12/26/2007,0,950688,0,-950688
12/27/2007,0,3914623,0,-3914620
12/28/2007,0,1643804,0,-1643800
12/29/2007,0,1515172,0,-1515170
12/30/2007,0,1799818,0,-1799820
12/31/2007,0,1572498,0,-1572500
1/1/2008,0,1673174,0,-1673170
1/2/2008,0,1071426,0,-1071430
1/3/2008,0,915903,0,-915903
1/4/2008,0,780883,0,-780883
1/5/2008,0,698880,0,-698880
1/6/2008,0,635363,0,-635363
1/7/2008,0,585339,0,-585339
1/8/2008,0,544061,0,-544061
1/9/2008,0,558231,0,-558231
1/10/2008,0,733198,0,-733198
1/11/2008,0,1741680,0,-1741680
1/12/2008,0,1523586,0,-1523590
1/13/2008,0,2068511,0,-2068510
1/14/2008,0,2292075,0,-2292080
1/15/2008,0,2418724,0,-2418720
1/16/2008,0,2498140,0,-2498140
1/17/2008,0,2378246,0,-2378250
1/18/2008,0,1604454,0,-1604450
1/19/2008,0,1236500,0,-1236500
1/20/2008,0,1010235,0,-1010230
1/21/2008,0,875699,0,-875699
1/22/2008,0,775900,0,-775900
1/23/2008,0,720521,0,-720521
1/24/2008,0,645151,0,-645151
1/25/2008,0,593562,0,-593562
1/26/2008,0,553108,0,-553108
1/27/2008,0,630141,0,-630141
1/28/2008,0,728206,0,-728206
1/29/2008,0,1066410,0,-1066410
1/30/2008,0,1266281,0,-1266280
1/31/2008,0,759188,0,-759188
2/1/2008,0,3218963,0,-3218960
2/2/2008,0,1506636,0,-1506640
2/3/2008,0,2278408,0,-2278410
2/4/2008,0,3179790,0,-3179790
2/5/2008,0,3380738,0,-3380740
2/6/2008,0,3278180,0,-3278180
2/7/2008,0,1598250,0,-1598250
2/8/2008,0,1248001,0,-1248000
2/9/2008,0,1141293,0,-1141290
2/10/2008,0,933043,0,-933043
2/11/2008,0,823901,0,-823901
2/12/2008,0,742781,0,-742781
2/13/2008,0,2677770,0,-2677770
2/14/2008,0,1004649,0,-1004650
2/15/2008,0,1602470,0,-1602470
2/16/2008,0,1695653,0,-1695650
2/17/2008,0,2799269,0,-2799270
2/18/2008,0,5803098,0,-5803100
2/19/2008,0,3298473,0,-3298470
2/20/2008,0,2264315,0,-2264320
2/21/2008,0,1743355,0,-1743360
2/22/2008,0,1438186,0,-1438190
2/23/2008,0,1259695,0,-1259700
2/24/2008,0,1077394,0,-1077390
2/25/2008,0,1202048,0,-1202050
2/26/2008,0,3669906,0,-3669910
2/27/2008,0,1609107,0,-1609110
2/28/2008,0,1226098,0,-1226100
3/1/2008,0,1861392,0,-1861390
3/2/2008,0,1354790,0,-1354790
3/3/2008,0,1620774,0,-1620770
3/4/2008,0,5735891,0,-5735890
3/5/2008,0,8417531,0,-8417530
3/6/2008,0,2559776,0,-2559780
3/7/2008,0,4221392,0,-4221390
3/8/2008,0,6209812,0,-6209810
3/9/2008,0,2521306,0,-2521310
3/10/2008,0,1963750,0,-1963750
3/11/2008,0,1650775,0,-1650780
3/12/2008,0,1407460,0,-1407460
3/13/2008,0,1233370,0,-1233370
3/14/2008,0,1250578,0,-1250580
3/15/2008,0,1154658,0,-1154660
3/16/2008,0,1104026,0,-1104030
3/17/2008,0,963665,0,-963665
3/18/2008,0,935892,0,-935892
3/19/2008,0,3056390,0,-3056390
3/20/2008,0,1535769,0,-1535770
3/21/2008,0,1497224,0,-1497220
3/22/2008,0,1379663,0,-1379660
3/23/2008,0,1237730,0,-1237730
3/24/2008,0,1113452,0,-1113450
3/25/2008,0,1011645,0,-1011640
3/26/2008,0,924392,0,-924392
3/27/2008,0,843390,0,-843390
3/28/2008,0,772719,0,-772719
3/29/2008,0,705759,0,-705759
3/30/2008,0,659144,0,-659144
3/31/2008,0,867293,0,-867293
4/1/2008,0,807565,0,-807565
4/2/2008,0,668665,0,-668665
4/3/2008,0,897995,0,-897995
4/4/2008,0,1200331,0,-1200330
4/5/2008,0,909565,0,-909565
4/6/2008,0,844730,0,-844730
4/7/2008,0,780413,0,-780413
4/8/2008,0,696531,0,-696531
4/9/2008,0,625147,0,-625147
4/10/2008,0,569978,0,-569978
4/11/2008,0,791726,0,-791726
4/12/2008,0,611318,0,-611318
4/13/2008,0,546767,0,-546767
4/14/2008,0,495703,0,-495703
4/15/2008,0,464131,0,-464131
4/16/2008,0,437159,0,-437159
4/17/2008,0,413002,0,-413002
4/18/2008,0,390852,0,-390852
4/19/2008,0,367244,0,-367244
4/20/2008,0,375917,0,-375917
4/21/2008,0,334991,0,-334991
4/22/2008,0,318981,0,-318981
4/23/2008,0,304405,0,-304405
4/24/2008,0,291208,0,-291208
4/25/2008,0,280493,0,-280493
4/26/2008,0,402902,0,-402902
4/27/2008,0,286558,0,-286558
4/28/2008,0,1969610,0,-1969610
4/29/2008,0,699834,0,-699834
4/30/2008,0,714513,0,-714513
5/1/2008,0,725205,0,-725205
5/2/2008,0,672809,0,-672809
5/3/2008,0,963494,0,-963494
5/4/2008,0,729358,0,-729358
5/5/2008,0,597520,0,-597520
5/6/2008,0,461201,0,-461201
5/7/2008,0,387624,0,-387624
5/8/2008,0,380145,0,-380145
5/9/2008,0,1209254,0,-1209250
5/10/2008,0,598588,0,-598588
5/11/2008,0,609337,0,-609337
5/12/2008,0,717443,0,-717443
5/13/2008,0,542602,0,-542602
5/14/2008,0,496605,0,-496605
5/15/2008,0,463484,0,-463484
5/16/2008,0,2054653,0,-2054650
5/17/2008,0,1236663,0,-1236660
5/18/2008,0,1599322,0,-1599320
5/19/2008,0,985827,0,-985827
5/20/2008,0,1683998,0,-1684000
5/21/2008,0,1129524,0,-1129520
5/22/2008,0,1003653,0,-1003650
5/23/2008,0,808641,0,-808641
5/24/2008,0,640963,0,-640963
5/25/2008,0,548218,0,-548218
5/26/2008,0,483017,0,-483017
5/27/2008,0,566422,0,-566422
5/28/2008,0,441785,0,-441785
5/29/2008,0,405333,0,-405333
5/30/2008,0,377527,0,-377527
5/31/2008,0,472665,0,-472665
6/1/2008,0,359100,0,-359100
6/2/2008,0,336754,0,-336754
6/3/2008,0,752402,0,-752402
6/4/2008,0,1867398,0,-1867400
6/5/2008,0,983107,0,-983107
6/6/2008,0,744647,0,-744647
6/7/2008,0,638593,0,-638593
6/8/2008,0,533007,0,-533007
6/9/2008,0,448074,0,-448074
6/10/2008,0,471673,0,-471673
6/11/2008,0,379774,0,-379774
6/12/2008,0,330101,0,-330101
6/13/2008,0,301626,0,-301626
6/14/2008,0,334716,0,-334716
6/15/2008,0,279788,0,-279788
6/16/2008,0,330299,0,-330299
6/17/2008,0,260595,0,-260595
6/18/2008,0,266807,0,-266807
6/19/2008,0,239225,0,-239225
6/20/2008,0,229622,0,-229622
6/21/2008,0,218560,0,-218560
6/22/2008,0,220754,0,-220754
6/23/2008,0,268365,0,-268365
6/24/2008,0,204064,0,-204064
6/25/2008,0,192659,0,-192659
6/26/2008,0,188534,0,-188534
6/27/2008,0,177653,0,-177653
6/28/2008,0,209364,0,-209364
6/29/2008,0,208931,0,-208931
6/30/2008,0,167432,0,-167432
7/1/2008,0,159278,0,-159278
7/2/2008,0,154514,0,-154514
7/3/2008,0,200377,0,-200377
7/4/2008,0,270005,0,-270005
7/5/2008,0,243021,0,-243021
7/6/2008,0,178810,0,-178810
7/7/2008,0,239283,0,-239283
7/8/2008,0,173580,0,-173580
7/9/2008,0,258476,0,-258476
7/10/2008,0,167818,0,-167818
7/11/2008,0,150422,0,-150422
7/12/2008,0,134095,0,-134095
7/13/2008,0,563385,0,-563385
7/14/2008,0,617571,0,-617571
7/15/2008,0,287132,0,-287132
7/16/2008,0,267669,0,-267669
7/17/2008,0,557633,0,-557633
7/18/2008,0,300186,0,-300186
7/19/2008,0,242682,0,-242682
7/20/2008,0,324268,0,-324268
7/21/2008,0,209385,0,-209385
7/22/2008,0,209479,0,-209479
7/23/2008,0,1584178,0,-1584180
7/24/2008,0,717977,0,-717977
7/25/2008,0,463250,0,-463250
7/26/2008,0,422375,0,-422375
7/27/2008,0,879550,0,-879550
7/28/2008,0,477558,0,-477558
7/29/2008,0,374345,0,-374345
7/30/2008,0,404640,0,-404640
7/31/2008,0,264726,0,-264726
8/1/2008,0,215325,0,-215325
8/2/2008,0,400645,0,-400645
8/3/2008,0,258319,0,-258319
8/4/2008,0,205324,0,-205324
8/5/2008,0,181943,0,-181943
8/6/2008,0,213205,0,-213205
8/7/2008,0,189852,0,-189852
8/8/2008,0,187356,0,-187356
8/9/2008,0,155673,0,-155673
8/10/2008,0,380846,0,-380846
8/11/2008,0,1080928,0,-1080930
8/12/2008,0,382598,0,-382598
8/13/2008,0,531122,0,-531122
8/14/2008,0,756084,0,-756084
8/15/2008,0,532946,0,-532946
8/16/2008,0,406891,0,-406891
8/17/2008,0,336148,0,-336148
8/18/2008,0,269863,0,-269863
8/19/2008,0,216697,0,-216697
8/20/2008,0,189086,0,-189086
8/21/2008,0,170876,0,-170876
8/22/2008,0,157245,0,-157245
8/23/2008,0,147561,0,-147561
8/24/2008,0,140086,0,-140086
8/25/2008,0,137485,0,-137485
8/26/2008,0,129591,0,-129591
8/27/2008,0,124626,0,-124626
8/28/2008,0,120020,0,-120020
8/29/2008,0,189407,0,-189407
8/30/2008,0,115834,0,-115834
8/31/2008,0,110250,0,-110250
9/1/2008,0,116458,0,-116458
9/2/2008,0,111878,0,-111878
9/3/2008,0,107592,0,-107592
9/4/2008,0,103549,0,-103549
9/5/2008,0,116472,0,-116472
9/6/2008,0,3423808,0,-3423810
9/7/2008,0,505978,0,-505978
9/8/2008,0,658755,0,-658755
9/9/2008,0,2725746,0,-2725750
9/10/2008,0,1300294,0,-1300290
9/11/2008,0,988851,0,-988851
9/12/2008,0,2376524,0,-2376520
9/13/2008,0,1553550,0,-1553550
9/14/2008,0,840841,0,-840841
9/15/2008,0,588167,0,-588167
9/16/2008,0,476853,0,-476853
9/17/2008,0,402593,0,-402593
9/18/2008,0,360548,0,-360548
9/19/2008,0,332474,0,-332474
9/20/2008,0,306530,0,-306530
9/21/2008,0,287779,0,-287779
9/22/2008,0,272641,0,-272641
9/23/2008,0,259665,0,-259665
9/24/2008,0,248149,0,-248149
9/25/2008,0,297868,0,-297868
9/26/2008,0,354078,0,-354078
9/27/2008,0,283541,0,-283541
9/28/2008,0,4308629,0,-4308630
9/29/2008,0,1020449,0,-1020450
9/30/2008,0,1808747,0,-1808750
10/1/2008,0,1508186,0,-1508190
10/2/2008,0,1155732,0,-1155730
10/3/2008,0,906891,0,-906891
10/4/2008,0,797181,0,-797181
10/5/2008,0,728351,0,-728351
10/6/2008,0,556860,0,-556860
10/7/2008,0,471855,0,-471855
10/8/2008,0,422565,0,-422565
10/9/2008,0,393334,0,-393334
10/10/2008,0,362496,0,-362496
10/11/2008,0,341575,0,-341575
10/12/2008,0,323534,0,-323534
10/13/2008,0,307458,0,-307458
10/14/2008,0,293070,0,-293070
10/15/2008,0,279943,0,-279943
10/16/2008,0,267819,0,-267819
10/17/2008,0,256589,0,-256589
10/18/2008,0,246160,0,-246160
10/19/2008,0,236375,0,-236375
10/20/2008,0,227144,0,-227144
10/21/2008,0,218398,0,-218398
10/22/2008,0,210100,0,-210100
10/23/2008,0,202214,0,-202214
10/24/2008,0,195859,0,-195859
10/25/2008,0,4136822,0,-4136820
10/26/2008,0,699036,0,-699036
10/27/2008,0,2762732,0,-2762730
10/28/2008,0,6027086,0,-6027090
10/29/2008,0,2863872,0,-2863870
10/30/2008,0,1952531,0,-1952530
10/31/2008,0,1448414,0,-1448410
11/1/2008,0,1157734,0,-1157730
11/2/2008,0,879726,0,-879726
11/3/2008,0,742332,0,-742332
11/4/2008,0,651156,0,-651156
11/5/2008,0,645509,0,-645509
11/6/2008,0,576256,0,-576256
11/7/2008,0,518127,0,-518127
11/8/2008,0,510000,0,-510000
11/9/2008,0,464317,0,-464317
11/10/2008,0,441215,0,-441215
11/11/2008,0,426617,0,-426617
11/12/2008,0,412152,0,-412152
11/13/2008,0,619390,0,-619390
11/14/2008,0,467957,0,-467957
11/15/2008,0,1184678,0,-1184680
11/16/2008,0,655852,0,-655852
11/17/2008,0,675824,0,-675824
11/18/2008,0,671492,0,-671492
11/19/2008,0,647567,0,-647567
11/20/2008,0,620288,0,-620288
11/21/2008,0,560556,0,-560556
11/22/2008,0,513379,0,-513379
11/23/2008,0,455225,0,-455225
11/24/2008,0,451261,0,-451261
11/25/2008,0,460294,0,-460294
11/26/2008,0,390719,0,-390719
11/27/2008,0,368255,0,-368255
11/28/2008,0,349486,0,-349486
11/29/2008,0,333114,0,-333114
11/30/2008,0,1595424,0,-1595420
12/1/2008,0,927791,0,-927791
12/2/2008,0,734016,0,-734016
12/3/2008,0,1009439,0,-1009440
12/4/2008,0,1110410,0,-1110410
12/5/2008,0,659626,0,-659626
12/6/2008,0,617025,0,-617025
12/7/2008,0,580566,0,-580566
12/8/2008,0,517291,0,-517291
12/9/2008,0,465007,0,-465007
12/10/2008,0,2335640,0,-2335640
12/11/2008,0,15584570,0,-15584600
12/12/2008,0,3760326,0,-3760330
12/13/2008,0,2439298,0,-2439300
12/14/2008,0,1843800,0,-1843800
12/15/2008,0,1894077,0,-1894080
12/16/2008,0,2504813,0,-2504810
12/17/2008,0,1653390,0,-1653390
12/18/2008,0,1228372,0,-1228370
12/19/2008,0,1577724,0,-1577720
12/20/2008,0,975209,0,-975209
12/21/2008,0,860288,0,-860288
12/22/2008,0,786199,0,-786199
12/23/2008,0,728075,0,-728075
12/24/2008,0,1934908,0,-1934910
12/25/2008,0,981461,0,-981461
12/26/2008,0,984687,0,-984687
12/27/2008,0,926061,0,-926061
12/28/2008,0,867300,0,-867300
12/29/2008,0,917730,0,-917730
12/30/2008,0,1160381,0,-1160380
12/31/2008,0,906235,0,-906235
1/1/2009,0,736725,0,-736725
1/2/2009,0,681433,0,-681433
1/3/2009,0,636995,0,-636995
1/4/2009,0,599488,0,-599488
1/5/2009,0,566731,0,-566731
1/6/2009,0,617085,0,-617085
1/7/2009,0,916581,0,-916581
1/8/2009,0,550327,0,-550327
1/9/2009,0,523147,0,-523147
1/10/2009,0,508963,0,-508963
1/11/2009,0,476699,0,-476699
1/12/2009,0,456237,0,-456237
1/13/2009,0,438211,0,-438211
1/14/2009,0,417850,0,-417850
1/15/2009,0,395158,0,-395158
1/16/2009,0,375364,0,-375364
1/17/2009,0,357678,0,-357678
1/18/2009,0,341426,0,-341426
1/19/2009,0,326279,0,-326279
1/20/2009,0,312271,0,-312271
1/21/2009,0,299343,0,-299343
1/22/2009,0,287262,0,-287262
1/23/2009,0,311772,0,-311772
1/24/2009,0,280591,0,-280591
1/25/2009,0,258271,0,-258271
1/26/2009,0,248790,0,-248790
1/27/2009,0,239767,0,-239767
1/28/2009,0,273673,0,-273673
1/29/2009,0,223800,0,-223800
1/30/2009,0,215958,0,-215958
1/31/2009,0,208272,0,-208272
2/1/2009,0,304217,0,-304217
2/2/2009,0,673508,0,-673508
2/3/2009,0,1378573,0,-1378570
2/4/2009,0,305439,0,-305439
2/5/2009,0,331816,0,-331816
2/6/2009,0,350460,0,-350460
2/7/2009,0,744529,0,-744529
2/8/2009,0,1353198,0,-1353200
2/9/2009,0,2361110,0,-2361110
2/10/2009,0,3427521,0,-3427520
2/11/2009,0,4108313,0,-4108310
2/12/2009,0,4223065,0,-4223060
2/13/2009,0,2630257,0,-2630260
2/14/2009,0,2216258,0,-2216260
2/15/2009,0,1518586,0,-1518590
2/16/2009,0,1136340,0,-1136340
2/17/2009,0,920932,0,-920932
2/18/2009,0,1052164,0,-1052160
2/19/2009,0,877777,0,-877777
2/20/2009,0,696384,0,-696384
2/21/2009,0,609729,0,-609729
2/22/2009,0,591216,0,-591216
2/23/2009,0,526200,0,-526200
2/24/2009,0,495181,0,-495181
2/25/2009,0,472085,0,-472085
2/26/2009,0,479124,0,-479124
2/27/2009,0,1039922,0,-1039920
2/28/2009,0,493873,0,-493873
3/1/2009,0,623246,0,-623246
3/2/2009,0,461273,0,-461273
3/3/2009,0,441217,0,-441217
3/4/2009,0,424262,0,-424262
3/5/2009,0,412787,0,-412787
3/6/2009,0,779290,0,-779290
3/7/2009,0,507144,0,-507144
3/8/2009,0,511474,0,-511474
3/9/2009,0,690926,0,-690926
3/10/2009,0,405434,0,-405434
3/11/2009,0,380154,0,-380154
3/12/2009,0,357609,0,-357609
3/13/2009,0,338320,0,-338320
3/14/2009,0,317328,0,-317328
3/15/2009,0,297681,0,-297681
3/16/2009,0,302039,0,-302039
3/17/2009,0,267206,0,-267206
3/18/2009,0,251594,0,-251594
3/19/2009,0,302471,0,-302471
3/20/2009,0,245288,0,-245288
3/21/2009,0,233433,0,-233433
3/22/2009,0,224119,0,-224119
3/23/2009,0,215374,0,-215374
3/24/2009,0,207077,0,-207077
3/25/2009,0,199243,0,-199243
3/26/2009,0,349840,0,-349840
3/27/2009,0,219478,0,-219478
3/28/2009,0,277327,0,-277327
3/29/2009,0,1124085,0,-1124090
3/30/2009,0,476981,0,-476981
3/31/2009,0,496807,0,-496807
4/1/2009,0,1053437,0,-1053440
4/2/2009,0,708791,0,-708791
4/3/2009,0,3430596,0,-3430600
4/4/2009,0,1516073,0,-1516070
4/5/2009,0,1095367,0,-1095370
4/6/2009,0,954205,0,-954205
4/7/2009,0,706679,0,-706679
4/8/2009,0,593276,0,-593276
4/9/2009,0,506997,0,-506997
4/10/2009,0,450499,0,-450499
4/11/2009,0,503540,0,-503540
4/12/2009,0,392952,0,-392952
4/13/2009,0,380878,0,-380878
4/14/2009,0,559073,0,-559073
4/15/2009,0,588417,0,-588417
4/16/2009,0,427557,0,-427557
4/17/2009,0,404714,0,-404714
4/18/2009,0,381755,0,-381755
4/19/2009,0,352691,0,-352691
4/20/2009,0,1259243,0,-1259240
4/21/2009,0,1279002,0,-1279000
4/22/2009,0,870924,0,-870924
4/23/2009,0,698711,0,-698711
4/24/2009,0,590774,0,-590774
4/25/2009,0,508451,0,-508451
4/26/2009,0,443115,0,-443115
4/27/2009,0,392936,0,-392936
4/28/2009,0,342404,0,-342404
4/29/2009,0,310981,0,-310981
4/30/2009,0,288821,0,-288821
5/1/2009,0,411510,0,-411510
5/2/2009,0,410099,0,-410099
5/3/2009,0,467161,0,-467161
5/4/2009,0,1039276,0,-1039280
5/5/2009,0,968609,0,-968609
5/6/2009,0,3745102,0,-3745100
5/7/2009,0,2425805,0,-2425800
5/8/2009,0,1623538,0,-1623540
5/9/2009,0,1126400,0,-1126400
5/10/2009,0,846119,0,-846119
5/11/2009,0,688938,0,-688938
5/12/2009,0,577365,0,-577365
5/13/2009,0,503711,0,-503711
5/14/2009,0,1255018,0,-1255020
5/15/2009,0,667659,0,-667659
5/16/2009,0,2050916,0,-2050920
5/17/2009,0,1011647,0,-1011650
5/18/2009,0,881418,0,-881418
5/19/2009,0,789069,0,-789069
5/20/2009,0,700567,0,-700567
5/21/2009,0,620443,0,-620443
5/22/2009,0,527548,0,-527548
5/23/2009,0,835859,0,-835859
5/24/2009,0,707327,0,-707327
5/25/2009,0,526828,0,-526828
5/26/2009,0,749812,0,-749812
5/27/2009,0,523060,0,-523060
5/28/2009,0,932517,0,-932517
5/29/2009,0,1101199,0,-1101200
5/30/2009,0,742486,0,-742486
5/31/2009,0,624674,0,-624674
6/1/2009,0,537974,0,-537974
6/2/2009,0,487430,0,-487430
6/3/2009,0,1645399,0,-1645400
6/4/2009,0,1089751,0,-1089750
6/5/2009,0,1507158,0,-1507160
6/6/2009,0,871156,0,-871156
6/7/2009,0,699176,0,-699176
6/8/2009,0,694814,0,-694814
6/9/2009,0,1150150,0,-1150150
6/10/2009,0,2491204,0,-2491200
6/11/2009,0,2273979,0,-2273980
6/12/2009,0,1267284,0,-1267280
6/13/2009,0,2917417,0,-2917420
6/14/2009,0,1515903,0,-1515900
6/15/2009,0,1520346,0,-1520350
6/16/2009,0,1098775,0,-1098780
6/17/2009,0,1761447,0,-1761450
6/18/2009,0,3247710,0,-3247710
6/19/2009,0,1662410,0,-1662410
6/20/2009,0,3532101,0,-3532100
6/21/2009,0,1956189,0,-1956190
6/22/2009,0,1370081,0,-1370080
6/23/2009,0,1091629,0,-1091630
6/24/2009,0,936298,0,-936298
6/25/2009,0,819440,0,-819440
6/26/2009,0,841948,0,-841948
6/27/2009,0,714716,0,-714716
6/28/2009,0,662945,0,-662945
6/29/2009,0,606126,0,-606126
6/30/2009,0,695338,0,-695338
7/1/2009,0,881997,0,-881997
7/2/2009,0,932190,0,-932190
7/3/2009,0,733364,0,-733364
7/4/2009,0,618401,0,-618401
7/5/2009,0,575267,0,-575267
7/6/2009,0,533704,0,-533704
7/7/2009,0,507420,0,-507420
7/8/2009,0,464052,0,-464052
7/9/2009,0,429478,0,-429478
7/10/2009,0,400951,0,-400951
7/11/2009,0,3851860,0,-3851860
7/12/2009,0,1045756,0,-1045760
7/13/2009,0,975511,0,-975511
7/14/2009,0,850439,0,-850439
