Reservoir Inflows and Outflows
"Scenario: GridMet, Reservoir: Swinging Bridge Monagup and Rio Reservoirs"
Cubic Meter
"Sources and Destinations","Decrease in Storage for Swinging Bridge Monagup and Rio Reservoirs","Increase in Storage for Swinging Bridge Monagup and Rio Reservoirs","Inflow from Upstream","Outflow to Downstream"
3/9/2007,0,0,802858,-802858
3/10/2007,0,0,802816,-802816
3/11/2007,0,0,1607853,-1607850
3/12/2007,0,0,1915553,-1915550
3/13/2007,0,0,1563734,-1563730
3/14/2007,0,0,739685,-739685
3/15/2007,0,0,1732615,-1732610
3/16/2007,0,0,3615415,-3615420
3/17/2007,0,0,812082,-812082
3/18/2007,0,0,750916,-750916
3/19/2007,0,0,661894,-661894
3/20/2007,0,0,559973,-559973
3/21/2007,0,0,464597,-464597
3/22/2007,0,0,2727938,-2727940
3/23/2007,0,0,4686758,-4686760
3/24/2007,0,0,1843189,-1843190
3/25/2007,0,0,796069,-796069
3/26/2007,0,0,1318240,-1318240
3/27/2007,0,0,616499,-616499
3/28/2007,0,0,491320,-491320
3/29/2007,0,0,400246,-400246
3/30/2007,0,0,308884,-308884
3/31/2007,0,0,219216,-219216
4/1/2007,0,0,1508892,-1508890
4/2/2007,0,0,257662,-257662
4/3/2007,0,0,174479,-174479
4/4/2007,0,0,1500074,-1500070
4/5/2007,0,0,393299,-393299
4/6/2007,0,0,349486,-349486
4/7/2007,0,0,334949,-334949
4/8/2007,0,0,320645,-320645
4/9/2007,0,0,293056,-293056
4/10/2007,0,0,264051,-264051
4/11/2007,0,0,275151,-275151
4/12/2007,0,0,1431107,-1431110
4/13/2007,0,0,712291,-712291
4/14/2007,0,0,590092,-590092
4/15/2007,0,0,26919028,-26919000
4/16/2007,0,0,11920029,-11920000
4/17/2007,0,0,5201720,-5201720
4/18/2007,0,0,3457380,-3457380
4/19/2007,0,0,2424460,-2424460
4/20/2007,0,0,1623481,-1623480
4/21/2007,0,0,1087652,-1087650
4/22/2007,0,0,731733,-731733
4/23/2007,0,0,425084,-425084
4/24/2007,0,0,201764,-201764
4/25/2007,0,0,1172093,-1172090
4/26/2007,0,0,227156,-227156
4/27/2007,0,0,814963,-814963
4/28/2007,0,0,321270,-321270
4/29/2007,0,0,210364,-210364
4/30/2007,0,0,231666,-231666
5/1/2007,0,0,421093,-421093
5/2/2007,0,0,236514,-236514
5/3/2007,0,0,158699,-158699
5/4/2007,0,0,125775,-125775
5/5/2007,0,0,91740.9,-91740.9
5/6/2007,0,0,66395.7,-66395.7
5/7/2007,0,0,48713.8,-48713.8
5/8/2007,0,0,35589.5,-35589.5
5/9/2007,0,0,24193.4,-24193.4
5/10/2007,0,0,333765,-333765
5/11/2007,0,0,189786,-189786
5/12/2007,0,0,158370,-158370
5/13/2007,0,0,46207.1,-46207.1
5/14/2007,0,0,40004.3,-40004.3
5/15/2007,0,0,34318.7,-34318.7
5/16/2007,0,0,258330,-258330
5/17/2007,0,0,53120.5,-53120.5
5/18/2007,0,0,77876.9,-77876.9
5/19/2007,0,0,161316,-161316
5/20/2007,0,0,85529.8,-85529.8
5/21/2007,0,0,36982.9,-36982.9
5/22/2007,0,0,29807.1,-29807.1
5/23/2007,0,0,24018.6,-24018.6
5/24/2007,0,0,17228.7,-17228.7
5/25/2007,0,0,12060.7,-12060.7
5/26/2007,0,0,9470.82,-9470.82
5/27/2007,0,0,56939.5,-56939.5
5/28/2007,0,0,22995.1,-22995.1
5/29/2007,0,0,4984.01,-4984.01
5/30/2007,0,0,3457.75,-3457.75
5/31/2007,0,0,18797.7,-18797.7
6/1/2007,0,0,9007.98,-9007.98
6/2/2007,0,0,59334.3,-59334.3
6/3/2007,0,0,333282,-333282
6/4/2007,0,0,97928.6,-97928.6
6/5/2007,0,0,40325.2,-40325.2
6/6/2007,0,0,16265.2,-16265.2
6/7/2007,0,0,15108.7,-15108.7
6/8/2007,0,0,3539451,-3539450
6/9/2007,0,0,465761,-465761
6/10/2007,0,0,400149,-400149
6/11/2007,0,0,414180,-414180
6/12/2007,0,0,706705,-706705
6/13/2007,0,0,305689,-305689
6/14/2007,0,0,244622,-244622
6/15/2007,0,0,195418,-195418
6/16/2007,0,0,298679,-298679
6/17/2007,0,0,97542.2,-97542.2
6/18/2007,0,0,57679.7,-57679.7
6/19/2007,0,0,433311,-433311
6/20/2007,0,0,120640,-120640
6/21/2007,0,0,252292,-252292
6/22/2007,0,0,56434.7,-56434.7
6/23/2007,0,0,43270.4,-43270.4
6/24/2007,0,0,31813.9,-31813.9
6/25/2007,0,0,23100.6,-23100.6
6/26/2007,0,0,16299.5,-16299.5
6/27/2007,0,0,277082,-277082
6/28/2007,0,0,140740,-140740
6/29/2007,0,0,24176.2,-24176.2
6/30/2007,0,0,25895.7,-25895.7
7/1/2007,0,0,12506.3,-12506.3
7/2/2007,0,0,9069.79,-9069.79
7/3/2007,0,0,6882.39,-6882.39
7/4/2007,0,0,1059105,-1059100
7/5/2007,0,0,1383454,-1383450
7/6/2007,0,0,252326,-252326
7/7/2007,0,0,168859,-168859
7/8/2007,0,0,208040,-208040
7/9/2007,0,0,134955,-134955
7/10/2007,0,0,229954,-229954
7/11/2007,0,0,504296,-504296
7/12/2007,0,0,153433,-153433
7/13/2007,0,0,84901.2,-84901.2
7/14/2007,0,0,50801.5,-50801.5
7/15/2007,0,0,119421,-119421
7/16/2007,0,0,28478.9,-28478.9
7/17/2007,0,0,38416.3,-38416.3
7/18/2007,0,0,398725,-398725
7/19/2007,0,0,618763,-618763
7/20/2007,0,0,75715.2,-75715.2
7/21/2007,0,0,63072.8,-63072.8
7/22/2007,0,0,52474.6,-52474.6
7/23/2007,0,0,4290763,-4290760
7/24/2007,0,0,573028,-573028
7/25/2007,0,0,557911,-557911
7/26/2007,0,0,453187,-453187
7/27/2007,0,0,3317681,-3317680
7/28/2007,0,0,937696,-937696
7/29/2007,0,0,2871510,-2871510
7/30/2007,0,0,1058899,-1058900
7/31/2007,0,0,619658,-619658
8/1/2007,0,0,374526,-374526
8/2/2007,0,0,231568,-231568
8/3/2007,0,0,1161016,-1161020
8/4/2007,0,0,290948,-290948
8/5/2007,0,0,181761,-181761
8/6/2007,0,0,126793,-126793
8/7/2007,0,0,638161,-638161
8/8/2007,0,0,1482143,-1482140
8/9/2007,0,0,904662,-904662
8/10/2007,0,0,4665172,-4665170
8/11/2007,0,0,945529,-945529
8/12/2007,0,0,792835,-792835
8/13/2007,0,0,634052,-634052
8/14/2007,0,0,491844,-491844
8/15/2007,0,0,355545,-355545
8/16/2007,0,0,522194,-522194
8/17/2007,0,0,339848,-339848
8/18/2007,0,0,148604,-148604
8/19/2007,0,0,87004.6,-87004.6
8/20/2007,0,0,427799,-427799
8/21/2007,0,0,2185686,-2185690
8/22/2007,0,0,534136,-534136
8/23/2007,0,0,339496,-339496
8/24/2007,0,0,331377,-331377
8/25/2007,0,0,258400,-258400
8/26/2007,0,0,207998,-207998
8/27/2007,0,0,149112,-149112
8/28/2007,0,0,108562,-108562
8/29/2007,0,0,63800.1,-63800.1
8/30/2007,0,0,44636.4,-44636.4
8/31/2007,0,0,21895.6,-21895.6
9/1/2007,0,0,12617.4,-12617.4
9/2/2007,0,0,7751.4,-7751.4
9/3/2007,0,0,4859.87,-4859.87
9/4/2007,0,0,3043.01,-3043.01
9/5/2007,0,0,1913.59,-1913.59
9/6/2007,0,0,1217.17,-1217.17
9/7/2007,0,0,766.899,-766.899
9/8/2007,0,0,152676,-152676
9/9/2007,0,0,18502.9,-18502.9
9/10/2007,0,0,22852.8,-22852.8
9/11/2007,0,0,1440909,-1440910
9/12/2007,0,0,71917.1,-71917.1
9/13/2007,0,0,98696.8,-98696.8
9/14/2007,0,0,185554,-185554
9/15/2007,0,0,457379,-457379
9/16/2007,0,0,187838,-187838
9/17/2007,0,0,180842,-180842
9/18/2007,0,0,168447,-168447
9/19/2007,0,0,120637,-120637
9/20/2007,0,0,86395.7,-86395.7
9/21/2007,0,0,61365.5,-61365.5
9/22/2007,0,0,55672.4,-55672.4
9/23/2007,0,0,30038.3,-30038.3
9/24/2007,0,0,20317.2,-20317.2
9/25/2007,0,0,13683.5,-13683.5
9/26/2007,0,0,9897.52,-9897.52
9/27/2007,0,0,262586,-262586
9/28/2007,0,0,148407,-148407
9/29/2007,0,0,26978.3,-26978.3
9/30/2007,0,0,24677.7,-24677.7
10/1/2007,0,0,22594.7,-22594.7
10/2/2007,0,0,20529,-20529
10/3/2007,0,0,18394.7,-18394.7
10/4/2007,0,0,16141.2,-16141.2
10/5/2007,0,0,11746.1,-11746.1
10/6/2007,0,0,62331.8,-62331.8
10/7/2007,0,0,27144,-27144
10/8/2007,0,0,155985,-155985
10/9/2007,0,0,2200834,-2200830
10/10/2007,0,0,412273,-412273
10/11/2007,0,0,5516662,-5516660
10/12/2007,0,0,2736131,-2736130
10/13/2007,0,0,1450250,-1450250
10/14/2007,0,0,1514209,-1514210
10/15/2007,0,0,1416028,-1416030
10/16/2007,0,0,1200277,-1200280
10/17/2007,0,0,850583,-850583
10/18/2007,0,0,605027,-605027
10/19/2007,0,0,4749994,-4749990
10/20/2007,0,0,1384993,-1384990
10/21/2007,0,0,950018,-950018
10/22/2007,0,0,702965,-702965
10/23/2007,0,0,1236711,-1236710
10/24/2007,0,0,1900460,-1900460
10/25/2007,0,0,1282019,-1282020
10/26/2007,0,0,3002648,-3002650
10/27/2007,0,0,8790477,-8790480
10/28/2007,0,0,2482046,-2482050
10/29/2007,0,0,1979115,-1979120
10/30/2007,0,0,1575654,-1575650
10/31/2007,0,0,1207864,-1207860
11/1/2007,0,0,889639,-889639
11/2/2007,0,0,666875,-666875
11/3/2007,0,0,482511,-482511
11/4/2007,0,0,307437,-307437
11/5/2007,0,0,207400,-207400
11/6/2007,0,0,145963,-145963
11/7/2007,0,0,107108,-107108
11/8/2007,0,0,82358,-82358
11/9/2007,0,0,204103,-204103
11/10/2007,0,0,205338,-205338
11/11/2007,0,0,145148,-145148
11/12/2007,0,0,176093,-176093
11/13/2007,0,0,565235,-565235
11/14/2007,0,0,179828,-179828
11/15/2007,0,0,185354,-185354
11/16/2007,0,0,777951,-777951
11/17/2007,0,0,292872,-292872
11/18/2007,0,0,1510264,-1510260
11/19/2007,0,0,1874774,-1874770
11/20/2007,0,0,1580584,-1580580
11/21/2007,0,0,709893,-709893
11/22/2007,0,0,1164994,-1164990
11/23/2007,0,0,1627084,-1627080
11/24/2007,0,0,788734,-788734
11/25/2007,0,0,693219,-693219
11/26/2007,0,0,585469,-585469
11/27/2007,0,0,491542,-491542
11/28/2007,0,0,496377,-496377
11/29/2007,0,0,1884424,-1884420
11/30/2007,0,0,2339024,-2339020
12/1/2007,0,0,788990,-788990
12/2/2007,0,0,709645,-709645
12/3/2007,0,0,651970,-651970
12/4/2007,0,0,578566,-578566
12/5/2007,0,0,523775,-523775
12/6/2007,0,0,474500,-474500
12/7/2007,0,0,396728,-396728
12/8/2007,0,0,311233,-311233
12/9/2007,0,0,253126,-253126
12/10/2007,0,0,202004,-202004
12/11/2007,0,0,178958,-178958
12/12/2007,0,0,214095,-214095
12/13/2007,0,0,527063,-527063
12/14/2007,0,0,139168,-139168
12/15/2007,0,0,125020,-125020
12/16/2007,0,0,113578,-113578
12/17/2007,0,0,104060,-104060
12/18/2007,0,0,96016.5,-96016.5
12/19/2007,0,0,88881.9,-88881.9
12/20/2007,0,0,110810,-110810
12/21/2007,0,0,356030,-356030
12/22/2007,0,0,86603.1,-86603.1
12/23/2007,0,0,224985,-224985
12/24/2007,0,0,171891,-171891
12/25/2007,0,0,79301.2,-79301.2
12/26/2007,0,0,105413,-105413
12/27/2007,0,0,907323,-907323
12/28/2007,0,0,98203.4,-98203.4
12/29/2007,0,0,93936.3,-93936.3
12/30/2007,0,0,91916.4,-91916.4
12/31/2007,0,0,85574.9,-85574.9
1/1/2008,0,0,146141,-146141
1/2/2008,0,0,77930.5,-77930.5
1/3/2008,0,0,74479.4,-74479.4
1/4/2008,0,0,67078.4,-67078.4
1/5/2008,0,0,60496.8,-60496.8
1/6/2008,0,0,54319.1,-54319.1
1/7/2008,0,0,48345.8,-48345.8
1/8/2008,0,0,42567.1,-42567.1
1/9/2008,0,0,238912,-238912
1/10/2008,0,0,176486,-176486
1/11/2008,0,0,1745581,-1745580
1/12/2008,0,0,1107322,-1107320
1/13/2008,0,0,1649504,-1649500
1/14/2008,0,0,1756995,-1757000
1/15/2008,0,0,1643367,-1643370
1/16/2008,0,0,603218,-603218
1/17/2008,0,0,638483,-638483
1/18/2008,0,0,650521,-650521
1/19/2008,0,0,583623,-583623
1/20/2008,0,0,508348,-508348
1/21/2008,0,0,427477,-427477
1/22/2008,0,0,349397,-349397
1/23/2008,0,0,278420,-278420
1/24/2008,0,0,224803,-224803
1/25/2008,0,0,184636,-184636
1/26/2008,0,0,154312,-154312
1/27/2008,0,0,130873,-130873
1/28/2008,0,0,112147,-112147
1/29/2008,0,0,148891,-148891
1/30/2008,0,0,130275,-130275
1/31/2008,0,0,76106.6,-76106.6
2/1/2008,0,0,266378,-266378
2/2/2008,0,0,145623,-145623
2/3/2008,0,0,467481,-467481
2/4/2008,0,0,1153663,-1153660
2/5/2008,0,0,2913354,-2913350
2/6/2008,0,0,11679385,-11679400
2/7/2008,0,0,5628066,-5628070
2/8/2008,0,0,6088556,-6088560
2/9/2008,0,0,7300787,-7300790
2/10/2008,0,0,2614018,-2614020
2/11/2008,0,0,2238378,-2238380
2/12/2008,0,0,1797399,-1797400
2/13/2008,0,0,1782740,-1782740
2/14/2008,0,0,1883341,-1883340
2/15/2008,0,0,1781712,-1781710
2/16/2008,0,0,715610,-715610
2/17/2008,0,0,494026,-494026
2/18/2008,0,0,2364084,-2364080
2/19/2008,0,0,2493055,-2493060
2/20/2008,0,0,649300,-649300
2/21/2008,0,0,585342,-585342
2/22/2008,0,0,520103,-520103
2/23/2008,0,0,452891,-452891
2/24/2008,0,0,399732,-399732
2/25/2008,0,0,355043,-355043
2/26/2008,0,0,1927181,-1927180
2/27/2008,0,0,1705652,-1705650
2/28/2008,0,0,511699,-511699
3/1/2008,0,0,649113,-649113
3/2/2008,0,0,2241234,-2241230
3/3/2008,0,0,4342014,-4342010
3/4/2008,0,0,15979504,-15979500
3/5/2008,0,0,23435904,-23435900
3/6/2008,0,0,14073705,-14073700
3/7/2008,0,0,17952706,-17952700
3/8/2008,0,0,21626706,-21626700
3/9/2008,0,0,7168956,-7168960
3/10/2008,0,0,3431297,-3431300
3/11/2008,0,0,2782228,-2782230
3/12/2008,0,0,2287258,-2287260
3/13/2008,0,0,1864868,-1864870
3/14/2008,0,0,2478259,-2478260
3/15/2008,0,0,2413300,-2413300
3/16/2008,0,0,1490390,-1490390
3/17/2008,0,0,630118,-630118
3/18/2008,0,0,702375,-702375
3/19/2008,0,0,6312222,-6312220
3/20/2008,0,0,3150842,-3150840
3/21/2008,0,0,1015372,-1015370
3/22/2008,0,0,866431,-866431
3/23/2008,0,0,724326,-724326
3/24/2008,0,0,603304,-603304
3/25/2008,0,0,521526,-521526
3/26/2008,0,0,475606,-475606
3/27/2008,0,0,699684,-699684
3/28/2008,0,0,742830,-742830
3/29/2008,0,0,336528,-336528
3/30/2008,0,0,245375,-245375
3/31/2008,0,0,1433237,-1433240
4/1/2008,0,0,3258947,-3258950
4/2/2008,0,0,483256,-483256
4/3/2008,0,0,735594,-735594
4/4/2008,0,0,3043749,-3043750
4/5/2008,0,0,1513279,-1513280
4/6/2008,0,0,684341,-684341
4/7/2008,0,0,594932,-594932
4/8/2008,0,0,487016,-487016
4/9/2008,0,0,361882,-361882
4/10/2008,0,0,273173,-273173
4/11/2008,0,0,1808342,-1808340
4/12/2008,0,0,717080,-717080
4/13/2008,0,0,310908,-310908
4/14/2008,0,0,212900,-212900
4/15/2008,0,0,170609,-170609
4/16/2008,0,0,137997,-137997
4/17/2008,0,0,111329,-111329
4/18/2008,0,0,88642.8,-88642.8
4/19/2008,0,0,62347.7,-62347.7
4/20/2008,0,0,42313.4,-42313.4
4/21/2008,0,0,29059.5,-29059.5
4/22/2008,0,0,20156,-20156
4/23/2008,0,0,13742.3,-13742.3
4/24/2008,0,0,9258.39,-9258.39
4/25/2008,0,0,6299.09,-6299.09
4/26/2008,0,0,51163.6,-51163.6
4/27/2008,0,0,6761.62,-6761.62
4/28/2008,0,0,2360770,-2360770
4/29/2008,0,0,188990,-188990
4/30/2008,0,0,201387,-201387
5/1/2008,0,0,690643,-690643
5/2/2008,0,0,479826,-479826
5/3/2008,0,0,1199652,-1199650
5/4/2008,0,0,763454,-763454
5/5/2008,0,0,600255,-600255
5/6/2008,0,0,423890,-423890
5/7/2008,0,0,304836,-304836
5/8/2008,0,0,305475,-305475
5/9/2008,0,0,1012905,-1012900
5/10/2008,0,0,301770,-301770
5/11/2008,0,0,220332,-220332
5/12/2008,0,0,184055,-184055
5/13/2008,0,0,125993,-125993
5/14/2008,0,0,127863,-127863
5/15/2008,0,0,173557,-173557
5/16/2008,0,0,2281638,-2281640
5/17/2008,0,0,480827,-480827
5/18/2008,0,0,625770,-625770
5/19/2008,0,0,421425,-421425
5/20/2008,0,0,500983,-500983
5/21/2008,0,0,581231,-581231
5/22/2008,0,0,431930,-431930
5/23/2008,0,0,321533,-321533
5/24/2008,0,0,222061,-222061
5/25/2008,0,0,153046,-153046
5/26/2008,0,0,105005,-105005
5/27/2008,0,0,236770,-236770
5/28/2008,0,0,71086.1,-71086.1
5/29/2008,0,0,48596.6,-48596.6
5/30/2008,0,0,33348.3,-33348.3
5/31/2008,0,0,489404,-489404
6/1/2008,0,0,61895.1,-61895.1
6/2/2008,0,0,48193.4,-48193.4
6/3/2008,0,0,227332,-227332
6/4/2008,0,0,303111,-303111
6/5/2008,0,0,64348.4,-64348.4
6/6/2008,0,0,238913,-238913
6/7/2008,0,0,178694,-178694
6/8/2008,0,0,533643,-533643
6/9/2008,0,0,93348.5,-93348.5
6/10/2008,0,0,385164,-385164
6/11/2008,0,0,87423.5,-87423.5
6/12/2008,0,0,61631.7,-61631.7
6/13/2008,0,0,44213.6,-44213.6
6/14/2008,0,0,801340,-801340
6/15/2008,0,0,115445,-115445
6/16/2008,0,0,908587,-908587
6/17/2008,0,0,176055,-176055
6/18/2008,0,0,497740,-497740
6/19/2008,0,0,163453,-163453
6/20/2008,0,0,248350,-248350
6/21/2008,0,0,131079,-131079
6/22/2008,0,0,968610,-968610
6/23/2008,0,0,480340,-480340
6/24/2008,0,0,217822,-217822
6/25/2008,0,0,138227,-138227
6/26/2008,0,0,169716,-169716
6/27/2008,0,0,75799,-75799
6/28/2008,0,0,83690,-83690
6/29/2008,0,0,313244,-313244
6/30/2008,0,0,54807.4,-54807.4
7/1/2008,0,0,184991,-184991
7/2/2008,0,0,220665,-220665
7/3/2008,0,0,538899,-538899
7/4/2008,0,0,107104,-107104
7/5/2008,0,0,392544,-392544
7/6/2008,0,0,91159,-91159
7/7/2008,0,0,110545,-110545
7/8/2008,0,0,129321,-129321
7/9/2008,0,0,88368.6,-88368.6
7/10/2008,0,0,36482.2,-36482.2
7/11/2008,0,0,22320.3,-22320.3
7/12/2008,0,0,13694.2,-13694.2
7/13/2008,0,0,666094,-666094
7/14/2008,0,0,275500,-275500
7/15/2008,0,0,60665.5,-60665.5
7/16/2008,0,0,85243.9,-85243.9
7/17/2008,0,0,579314,-579314
7/18/2008,0,0,102174,-102174
7/19/2008,0,0,73907.4,-73907.4
7/20/2008,0,0,487168,-487168
7/21/2008,0,0,131255,-131255
7/22/2008,0,0,225036,-225036
7/23/2008,0,0,5824935,-5824940
7/24/2008,0,0,5157924,-5157920
7/25/2008,0,0,1215444,-1215440
7/26/2008,0,0,1395023,-1395020
7/27/2008,0,0,2313603,-2313600
7/28/2008,0,0,1013012,-1013010
7/29/2008,0,0,727777,-727777
7/30/2008,0,0,569553,-569553
7/31/2008,0,0,290814,-290814
8/1/2008,0,0,146856,-146856
8/2/2008,0,0,848512,-848512
8/3/2008,0,0,265661,-265661
8/4/2008,0,0,129248,-129248
8/5/2008,0,0,88911.8,-88911.8
8/6/2008,0,0,1118986,-1118990
8/7/2008,0,0,167968,-167968
8/8/2008,0,0,252143,-252143
8/9/2008,0,0,129856,-129856
8/10/2008,0,0,282270,-282270
8/11/2008,0,0,814910,-814910
8/12/2008,0,0,258884,-258884
8/13/2008,0,0,176003,-176003
8/14/2008,0,0,245867,-245867
8/15/2008,0,0,364263,-364263
8/16/2008,0,0,116285,-116285
8/17/2008,0,0,86108.1,-86108.1
8/18/2008,0,0,75698.8,-75698.8
8/19/2008,0,0,41729.1,-41729.1
8/20/2008,0,0,26968.1,-26968.1
8/21/2008,0,0,18075.6,-18075.6
8/22/2008,0,0,11631.2,-11631.2
8/23/2008,0,0,7016.26,-7016.26
8/24/2008,0,0,4231.05,-4231.05
8/25/2008,0,0,263413,-263413
8/26/2008,0,0,15698.6,-15698.6
8/27/2008,0,0,11444,-11444
8/28/2008,0,0,9518.69,-9518.69
8/29/2008,0,0,110083,-110083
8/30/2008,0,0,14555.8,-14555.8
8/31/2008,0,0,10967.2,-10967.2
9/1/2008,0,0,9517.74,-9517.74
9/2/2008,0,0,6560.24,-6560.24
9/3/2008,0,0,4463.11,-4463.11
9/4/2008,0,0,3018.15,-3018.15
9/5/2008,0,0,7709.53,-7709.53
9/6/2008,0,0,3219306,-3219310
9/7/2008,0,0,157236,-157236
9/8/2008,0,0,212564,-212564
9/9/2008,0,0,5017982,-5017980
9/10/2008,0,0,955618,-955618
9/11/2008,0,0,1031221,-1031220
9/12/2008,0,0,2602770,-2602770
9/13/2008,0,0,2072989,-2072990
9/14/2008,0,0,1501798,-1501800
9/15/2008,0,0,813220,-813220
9/16/2008,0,0,550241,-550241
9/17/2008,0,0,335250,-335250
9/18/2008,0,0,214226,-214226
9/19/2008,0,0,142673,-142673
9/20/2008,0,0,91698,-91698
9/21/2008,0,0,64542.7,-64542.7
9/22/2008,0,0,38510.7,-38510.7
9/23/2008,0,0,25577.1,-25577.1
9/24/2008,0,0,17485.5,-17485.5
9/25/2008,0,0,145787,-145787
9/26/2008,0,0,562631,-562631
9/27/2008,0,0,960466,-960466
9/28/2008,0,0,2345526,-2345530
9/29/2008,0,0,401802,-401802
9/30/2008,0,0,1248854,-1248850
10/1/2008,0,0,975288,-975288
10/2/2008,0,0,849139,-849139
10/3/2008,0,0,686728,-686728
10/4/2008,0,0,572883,-572883
10/5/2008,0,0,475746,-475746
10/6/2008,0,0,318100,-318100
10/7/2008,0,0,228613,-228613
10/8/2008,0,0,234088,-234088
10/9/2008,0,0,128777,-128777
10/10/2008,0,0,91315.5,-91315.5
10/11/2008,0,0,65968.2,-65968.2
10/12/2008,0,0,48622.7,-48622.7
10/13/2008,0,0,35950.7,-35950.7
10/14/2008,0,0,26717.7,-26717.7
10/15/2008,0,0,19973.8,-19973.8
10/16/2008,0,0,45489.6,-45489.6
10/17/2008,0,0,13893.8,-13893.8
10/18/2008,0,0,11006.9,-11006.9
10/19/2008,0,0,8946.99,-8946.99
10/20/2008,0,0,7393.89,-7393.89
10/21/2008,0,0,31682.7,-31682.7
10/22/2008,0,0,6621.37,-6621.37
10/23/2008,0,0,5847.28,-5847.28
10/24/2008,0,0,5065.32,-5065.32
10/25/2008,0,0,8465651,-8465650
10/26/2008,0,0,564318,-564318
10/27/2008,0,0,3607729,-3607730
10/28/2008,0,0,11267338,-11267300
10/29/2008,0,0,3626867,-3626870
10/30/2008,0,0,3359416,-3359420
10/31/2008,0,0,2842576,-2842580
11/1/2008,0,0,2155126,-2155130
11/2/2008,0,0,1277566,-1277570
11/3/2008,0,0,813632,-813632
11/4/2008,0,0,522333,-522333
11/5/2008,0,0,478138,-478138
11/6/2008,0,0,291739,-291739
11/7/2008,0,0,166707,-166707
11/8/2008,0,0,209405,-209405
11/9/2008,0,0,104622,-104622
11/10/2008,0,0,85339.6,-85339.6
11/11/2008,0,0,467949,-467949
11/12/2008,0,0,157290,-157290
11/13/2008,0,0,807537,-807537
11/14/2008,0,0,264825,-264825
11/15/2008,0,0,2386566,-2386570
11/16/2008,0,0,724838,-724838
11/17/2008,0,0,670385,-670385
11/18/2008,0,0,692398,-692398
11/19/2008,0,0,642324,-642324
11/20/2008,0,0,594654,-594654
11/21/2008,0,0,515080,-515080
11/22/2008,0,0,447113,-447113
11/23/2008,0,0,346289,-346289
11/24/2008,0,0,272412,-272412
11/25/2008,0,0,391658,-391658
11/26/2008,0,0,213169,-213169
11/27/2008,0,0,178484,-178484
11/28/2008,0,0,151914,-151914
11/29/2008,0,0,130867,-130867
11/30/2008,0,0,475476,-475476
12/1/2008,0,0,345399,-345399
12/2/2008,0,0,1100906,-1100910
12/3/2008,0,0,185747,-185747
12/4/2008,0,0,318299,-318299
12/5/2008,0,0,178408,-178408
12/6/2008,0,0,171752,-171752
12/7/2008,0,0,165779,-165779
12/8/2008,0,0,156182,-156182
12/9/2008,0,0,148906,-148906
12/10/2008,0,0,4098026,-4098030
12/11/2008,0,0,14987236,-14987200
12/12/2008,0,0,3092656,-3092660
12/13/2008,0,0,1845926,-1845930
12/14/2008,0,0,1798576,-1798580
12/15/2008,0,0,2014607,-2014610
12/16/2008,0,0,2597436,-2597440
12/17/2008,0,0,1457546,-1457550
12/18/2008,0,0,1090386,-1090390
12/19/2008,0,0,764044,-764044
12/20/2008,0,0,500729,-500729
12/21/2008,0,0,360082,-360082
12/22/2008,0,0,270430,-270430
12/23/2008,0,0,210857,-210857
12/24/2008,0,0,342825,-342825
12/25/2008,0,0,141122,-141122
12/26/2008,0,0,124286,-124286
12/27/2008,0,0,109467,-109467
12/28/2008,0,0,88898.8,-88898.8
12/29/2008,0,0,76931.6,-76931.6
12/30/2008,0,0,67361.1,-67361.1
12/31/2008,0,0,59806.9,-59806.9
1/1/2009,0,0,53338.7,-53338.7
1/2/2009,0,0,48116.2,-48116.2
1/3/2009,0,0,43457.4,-43457.4
1/4/2009,0,0,39244.5,-39244.5
1/5/2009,0,0,35543.3,-35543.3
1/6/2009,0,0,32315.7,-32315.7
1/7/2009,0,0,29505.6,-29505.6
1/8/2009,0,0,28849.4,-28849.4
1/9/2009,0,0,24760,-24760
1/10/2009,0,0,22811.9,-22811.9
1/11/2009,0,0,21108.1,-21108.1
1/12/2009,0,0,19573.4,-19573.4
1/13/2009,0,0,18160.9,-18160.9
1/14/2009,0,0,16881.3,-16881.3
1/15/2009,0,0,15798.4,-15798.4
1/16/2009,0,0,14902.5,-14902.5
1/17/2009,0,0,14128.9,-14128.9
1/18/2009,0,0,13420.4,-13420.4
1/19/2009,0,0,12690,-12690
1/20/2009,0,0,11963.1,-11963.1
1/21/2009,0,0,11334.5,-11334.5
1/22/2009,0,0,10752.7,-10752.7
1/23/2009,0,0,10165.5,-10165.5
1/24/2009,0,0,9553.51,-9553.51
1/25/2009,0,0,8998.33,-8998.33
1/26/2009,0,0,8524.13,-8524.13
1/27/2009,0,0,8076.46,-8076.46
1/28/2009,0,0,7618.07,-7618.07
1/29/2009,0,0,7150.23,-7150.23
1/30/2009,0,0,6709.63,-6709.63
1/31/2009,0,0,6312.53,-6312.53
2/1/2009,0,0,48150.7,-48150.7
2/2/2009,0,0,258056,-258056
2/3/2009,0,0,474639,-474639
2/4/2009,0,0,19137.7,-19137.7
2/5/2009,0,0,21437.1,-21437.1
2/6/2009,0,0,23850.4,-23850.4
2/7/2009,0,0,26148.4,-26148.4
2/8/2009,0,0,133286,-133286
2/9/2009,0,0,632458,-632458
2/10/2009,0,0,1463090,-1463090
2/11/2009,0,0,3240770,-3240770
2/12/2009,0,0,6097642,-6097640
2/13/2009,0,0,4510762,-4510760
2/14/2009,0,0,1199893,-1199890
2/15/2009,0,0,1302784,-1302780
